Contractor,Contract Number,NASA Center,Place of Performance City,Place of Performance State,Place of Performance District,Award Date,Completion Date,Contractor Type,Award Type,Current FY Obligations,Total Obligations,Total Award Value,NAICS Code,Solicitation ID,Solicitation POC,Description of Work
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E055T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,5/7/2018,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","127,786","1,570,970","1,571,384",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E056T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,2/29/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",371,"1,136,452","1,241,510",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E058T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,5/7/2018,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","120,058","833,465","843,624",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E059T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,3/4/2011,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"159,189","159,189",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E061T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,5/7/2018,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","269,571","2,087,193","2,106,530",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E062T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,5/11/2007,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"126,276","126,276",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E063T,GRC - Glenn Research Center,CLEVELAND,OH,'09',7/25/2006,8/31/2011,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","-5,657","350,942","357,784",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E065T,GRC - Glenn Research Center,CLEVELAND,OH,'09',7/25/2006,5/31/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","59,717","1,016,281","1,016,281",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E068T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,2/29/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","5,167","498,376","498,376",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E071T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,5/31/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","-11,883","1,581,896","1,593,779",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E073T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,5/31/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","26,270","943,039","943,039",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E077T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,5/7/2018,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","351,107","5,921,714","6,094,851",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E084T,GRC - Glenn Research Center,CLEVELAND,OH,'09',7/25/2006,5/31/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","96,003","1,540,255","1,549,731",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E085T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,5/31/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","20,500","441,144","443,249",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E086T,GRC - Glenn Research Center,CLEVELAND,OH,'09',7/25/2006,5/31/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","40,849","736,067","736,067",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E087T,GRC - Glenn Research Center,CLEVELAND,OH,'09',7/25/2006,5/31/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","103,569","1,467,193","1,468,047",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E088T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,3/15/2018,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","60,673","827,892","833,979",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E089T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,5/31/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","61,283","2,124,394","2,137,763",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E092T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,5/31/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","-1,884","1,090,211","1,173,457",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E094T,GRC - Glenn Research Center,CLEVELAND,OH,'09',7/25/2006,5/31/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","109,301","977,197","977,197",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E095T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,5/31/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","82,894","645,357","645,357",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E098T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,5/31/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","132,469","4,408,885","4,415,216",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E099T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,5/7/2018,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","412,061","2,068,909","2,118,873",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E105T,GRC - Glenn Research Center,CLEVELAND,OH,'09',7/25/2006,5/31/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","54,305","931,811","932,998",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E109T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,5/8/2018,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","53,230","302,452","305,939",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E110T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,3/15/2018,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","87,568","577,037","582,648",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E113T,GRC - Glenn Research Center,CLEVELAND,OH,'09',7/25/2006,5/31/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","5,250","271,989","275,463",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E114T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,5/8/2018,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","92,467","1,814,004","1,837,872",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E116T,GRC - Glenn Research Center,CLEVELAND,OH,'09',7/25/2006,5/31/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","64,585","1,210,183","1,211,510",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E118T,GRC - Glenn Research Center,CLEVELAND,OH,'09',7/25/2006,5/31/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Fixed Fee","8,959","586,125","587,536",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E120T,GRC - Glenn Research Center,CLEVELAND,OH,'09',7/25/2006,5/31/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","119,715","800,269","805,787",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E121T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,5/31/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","222,249","2,963,277","3,001,304",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E123T,GRC - Glenn Research Center,CLEVELAND,OH,'09',7/25/2006,5/31/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","51,930","848,790","905,990",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E126T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,5/31/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","83,821","1,228,333","1,228,333",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E127T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,5/31/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"836,858","836,858",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E130T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,5/9/2018,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","738,417","7,835,830","7,914,601",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER COTNRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E132T,GRC - Glenn Research Center,CLEVELAND,OH,'09',7/25/2006,5/31/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","4,331","190,836","204,735",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER COTNRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E135T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,5/8/2018,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","207,921","6,812,238","6,875,600",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E136T,GRC - Glenn Research Center,,OH,'16',7/25/2006,2/29/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","16,271","1,033,310","1,110,216",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E137T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,7/9/2018,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","204,492","1,246,361","1,254,697",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E138T,GRC - Glenn Research Center,CLEVELAND,OH,'09',7/25/2006,5/31/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","35,943","1,732,556","1,732,556",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E141T,GRC - Glenn Research Center,CLEVELAND,OH,'09',7/25/2006,5/31/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","-6,731","606,803","606,803",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E142T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,5/31/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","339,849","1,610,466","1,637,965",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E144T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,5/31/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","30,476","1,718,370","1,745,226",541710,N/A,N/A,CUSTOMERSERVICE@ARTSTONECOSTUMES.COM
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E147T,GRC - Glenn Research Center,CLEVELAND,OH,'09',7/25/2006,5/31/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","120,031","1,260,097","1,265,785",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E148T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,7/9/2018,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","26,678","411,402","430,901",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E149T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,7/11/2018,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","82,757","1,323,073","1,326,130",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E150T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,9/12/2017,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee","-129,179","2,027,925","2,110,081",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2)  A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
