Contractor,Contract Number,NASA Center,Place of Performance City,Place of Performance State,Place of Performance District,Award Date,Completion Date,Contractor Type,Award Type,Current FY Obligations,Total Obligations,Total Award Value,NAICS Code,Solicitation ID,Solicitation POC,Description of Work
"BRILLIANT TECHNOLOGY INCORPORATED [BRENTWOOD,TENNESSEE]",NNA06BA01C,ARC - Ames Research Center,,TN,'07',12/2/2005,12/1/2007,", Small Disadvantaged Business, Small Business - Asian Pacific American Owned Business, Minority Owned, Small Business, Small Disadvantaged Business, Very Small Business","Definitive Contract, Firm Fixed Price","115,000","115,000","115,000",541710,N/A,N/A,"SBIR 04 Ph II entitled Data Analysis Suitable for Structural Health Monitoring Based on Dust Network"""""
"BRILLIANT TECHNOLOGY INCORPORATED [BRENTWOOD,TENNESSEE]",NNA06BC37C,ARC - Ames Research Center,,TN,'07',8/7/2006,12/1/2007,", Small Disadvantaged Business, Small Business Innovative Research, Small Business - Asian Pacific American Owned Business, Minority Owned, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business, Small Business, Small Disadvantaged Business, Very Small Business","Definitive Contract, Firm Fixed Price","210,000","484,991","484,991",541710,N/A,N/A,"2004 SBIR Phase II Research Entitled:  Data Analysis Algorithm Suitable for Structural Health Monitoring Based on Dust Network"".  Contract Number was changed From: NNA06BA01C To:  NNA06BC37C and $85K moved from BA01C to BC37C. NNA06BA01C ($115k) + NNA06BC37C ($484,991K) = $599,991.00"""
"BRIMROSE CORPORATION OF AMERICA [SPARKS,MARYLAND]",NNL05AA52C,LaRC - Langley Research Center,,MD,'06',8/31/2005,2/28/2006,", Small Business Innovative Research, Small Business - Small Business","Definitive Contract, Firm Fixed Price",0,"50,000","50,000",927110,N/A,N/A,DEVELOPMENT OF HIGH Z THERMOELECTRIC POWER GENERATORS USING NANOTECHNOLOGY
"BRIMROSE CORPORATION OF AMERICA [SPARKS,MARYLAND]",NNL06AA21C,LaRC - Langley Research Center,,MD,'02',12/2/2005,12/3/2007,", Small Business Innovative Research, Small Business - [No Vendor Indicators Found]","Definitive Contract, Firm Fixed Price","400,000","599,992","599,992",541710,N/A,N/A,SOLID STATE CERAMIC LASER MATERIAL FOR REMOTE SENSING OF ONE USING ND:YTTRIA
"BRIMROSE CORPORATION OF AMERICA [SPARKS,MARYLAND]",NNL06AA35P,LaRC - Langley Research Center,Sparks Glencoe,MD,'06',1/27/2006,7/24/2006,", Small Business Innovative Research, Small Business - Small Business","Definitive Contract, Firm Fixed Price","69,995","69,995","69,995",541710,N/A,N/A,SBIR PHASE I - HIGH SENSITIVITY PULSED LASER VIBRONMETER FOR AIRCRAFT INTERIOR NOISE MONITORING
"BRIMROSE CORPORATION OF AMERICA [SPARKS,MARYLAND]",NNL06AD57P,LaRC - Langley Research Center,Sparks Glencoe,MD,'06',4/17/2006,5/30/2006,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price","8,546","8,546","8,546",[None Indicated],N/A,N/A,ACOUSTO OPTIC FREQUENCY SHIFTER
"BRIMROSE CORPORATION OF AMERICA [SPARKS,MARYLAND]",NNL06AI75P,LaRC - Langley Research Center,Sparks Glencoe,MD,'06',8/18/2006,9/25/2006,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price","11,500","11,500","11,500",[None Indicated],N/A,N/A,ACOUSTO OPTIC TUNABLE FILETER AND CONTROLLER
"BRISTOL INSTRUMENTS INCORPORATED [VICTOR,NEW YORK]",NNC06VG91P,GRC - Glenn Research Center,Victor,NY,'29',6/23/2006,8/1/2006,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price","22,050","22,050","22,050",[None Indicated],N/A,N/A,WAVEMETER
"BRISTOL INSTRUMENTS INCORPORATED [VICTOR,NEW YORK]",NNL06AF54P,LaRC - Langley Research Center,Victor,NY,'29',7/14/2006,9/5/2006,", Small Business ONLY - [No Vendor Indicators Found]","Purchase Order, Firm Fixed Price","9,300","9,300","9,300",[None Indicated],N/A,N/A,FABRY PEROT MIRROR SET
"BRITISH TITANIUM PLC [LONDON,]",NNJ05HB76C,JSC - Johnson Space Flight Center,,,'NA',4/21/2005,4/24/2006,Other Than Small Business - [No Vendor Indicators Found],"Definitive Contract, Firm Fixed Price","546,000","1,409,364","1,827,611",212299,N/A,N/A,DEVELOPMENT OF A PROCESS FOR THE PRODUCTION OF OXYGEN FROM LUNAR ILMENITE
"BROAD REACH ENGINEERING COMPANY [GOLDEN,COLORADO]",NNA06CD57P,ARC - Ames Research Center,,CA,'14',6/30/2006,10/30/2006,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price","167,000","167,000","167,000",334220,N/A,N/A,"The contractor shall provide aviontcs hardware for a Software Development Unit"""""
"BROAD REACH ENGINEERING COMPANY [GOLDEN,COLORADO]",NNL06AJ35P,LaRC - Langley Research Center,Golden,CO,'07',9/6/2006,9/29/2006,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price","72,000","72,000","72,000",423430,N/A,N/A,ASSEMBLY SDU BACKPLANE
"BROADATA COMMUNICATIONS INCORPORATED [TORRANCE,CALIFORNIA]",NNG06CA26C,GSFC - Goddard Space Flight Center,,CA,'36',12/22/2005,12/21/2007,", Small Business Innovative Research, Small Business - Small Business","Definitive Contract, Firm Fixed Price","375,000","599,970","599,970",541710,N/A,N/A,SBIR PHASE 2 AWARD
"BROADATA COMMUNICATIONS INCORPORATED [TORRANCE,CALIFORNIA]",NNK06OM13C,KSC - Kennedy Space Flight Center,Torrance,CA,'36',1/26/2006,7/24/2006,", Small Business ONLY - Small Business","Definitive Contract, Firm Fixed Price","69,986","69,986","69,986",927110,N/A,N/A,MULTI-SENSOR AERIAL INTRUSION DETECTOR - SBIR PHASE I
"BROADCAST STORE INCORPORATED [GLENDALE,CALIFORNIA]",NNK05ED96P,KSC - Kennedy Space Flight Center,Glendale,CA,'29',8/11/2005,11/10/2005,", Small Business ONLY - [No Vendor Indicators Found]","Purchase Order, Firm Fixed Price",0,"24,170","24,170",334310,N/A,N/A,panasonic hd video tape recorder
"BROADVISION INCORPORATED [REDWOOD CITY,CALIFORNIA]",NNJ05JA31P,JSC - Johnson Space Flight Center,Waltham,MA,'07',3/9/2005,12/31/2007,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price",0,"179,183","179,183",511210,N/A,N/A,solaris quick silver license
"BROOK ANCO CORPORATION [ROCHESTER,NEW YORK]",NNG06LK05P,GSFC - Goddard Space Flight Center,Rochester,NY,'29',8/3/2006,8/18/2006,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price","8,955","8,955","8,955",[None Indicated],N/A,N/A,RETIGA 4000R FAST 1394 MONOCHROME 12 BIT DIGITAL CAMERA
"BROOKFIELD ENGINEERING [MIDDLEBORO,MASSACHUSETTS]",NNM05AG05P,MSFC - Marshall Space Flight Center,MIDDLEBORO,MA,'04',9/30/2005,10/21/2005,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price",0,"4,703","4,703",[None Indicated],N/A,N/A,4200114782  ROTATING VISCOMETER/RHEOMETER
"BROOKHAVEN SCIENCE ASSOCIATES [UPTON,NEW YORK]",NNG05CD19I,GSFC - Goddard Space Flight Center,Upton,NY,'01',2/10/2005,2/9/2006,Other Than Small Business - [No Vendor Indicators Found],Intragovernmental,0,"8,000","8,000",[None Indicated],N/A,N/A,PURCHASE ORDER FOR THE USE OF MULTIPLE HEAVY ION BEAMS OF VAROUS SPECIES WITH WELL DEFINED ENERGIES FOR A SPECIFIED DURATION
"BROOKHAVEN SCIENCE ASSOCIATES [UPTON,NEW YORK]",NNH05AA43I,HQ - Headquarters Acquisition Division,,NY,'01',2/7/2005,2/28/2006,Other Than Small Business - [No Vendor Indicators Found],Intragovernmental,0,"18,895","18,895",[None Indicated],N/A,N/A,Quantifying Ocean Productivity Through Remote Sensing of Phytoplankton Physiology and Carbon Biomass
"BROOKHAVEN SCIENCE ASSOCIATES [UPTON,NEW YORK]",NNJ05HE71I,JSC - Johnson Space Flight Center,Upton,NY,'01',6/6/2005,9/30/2008,Other Than Small Business - [No Vendor Indicators Found],Intragovernmental,0,"500,000","4,500,000",[None Indicated],N/A,N/A,REPLACEMENT OF TWO TANDEM ACCELERATORS WITH THE ELECTRON BEAM ION SOURCE (EBIS)
"BROOKINGS INSTITUTION [WASHINGTON,DISTRICT OF COLUMBIA]",L71907D,LaRC - Langley Research Center,,DC,'00',9/24/2003,4/30/2006,"Educational - Educational Institution, Nonprofit Organization","Purchase Order, Firm Fixed Price",0,"18,175","18,175",[None Indicated],N/A,N/A,education and training services
"BROOKINGS INSTITUTION [WASHINGTON,DISTRICT OF COLUMBIA]",NNL04AK67P,LaRC - Langley Research Center,CHARLOTTESVILLE,VA,'05',9/16/2004,11/9/2005,"Educational - Educational Institution, Nonprofit Organization","Purchase Order, Firm Fixed Price",0,"14,025","14,025",[None Indicated],N/A,N/A,TRAINING
"BROOKINGS INSTITUTION [WASHINGTON,DISTRICT OF COLUMBIA]",NNL05AD36P,LaRC - Langley Research Center,WASHINGTON,DC,'00',3/30/2005,10/5/2005,"Educational - Educational Institution, Nonprofit Organization","Purchase Order, Firm Fixed Price",0,"6,850","6,850",[None Indicated],N/A,N/A,INNOVATIVE BUSINESS PRACTICES
"BROOKINGS INSTITUTION [WASHINGTON,DISTRICT OF COLUMBIA]",NNL05AH35P,LaRC - Langley Research Center,,VA,'01',8/19/2005,3/29/2006,"Educational - Educational Institution, Nonprofit Organization","Purchase Order, Firm Fixed Price",0,"4,950","4,950",[None Indicated],N/A,N/A,TRAINING
"BROOKINGS INSTITUTION [WASHINGTON,DISTRICT OF COLUMBIA]",NNL05AI82P,LaRC - Langley Research Center,,VA,'01',9/23/2005,9/22/2006,"Educational - Educational Institution, Nonprofit Organization","Purchase Order, Firm Fixed Price","-4,800","10,450","10,450",[None Indicated],N/A,N/A,COURSE ATTENDANCE
"BROOKS AUTOMATION INCORPORATED (0660) [LONGMONT,COLORADO]",NNG06EH10P,GSFC - Goddard Space Flight Center,Longmont,CO,'02',7/17/2006,8/17/2006,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price","17,415","17,415","17,415",[None Indicated],N/A,N/A,"Stabil-Ion Gauge Cont.370501-A1A-M1; Stabil-Ion Gauge Cables.p/n 360116-10; Dual Convectron Cables,p/n 303040-10; Stabil-Ion Gages,p/n 370121; UHV Ion Gauge Cont. 350509-F-M1; Ion Gauge Cables,p/n 350004-C; Nude Bayard-Alpert Gauge, p/n 274042; Replacement filaments, p/n 274025; Micro-Ion Gauge, p/n 355001-YF; Micro-Ion Gauge Contr. p/n 358502-A1A-M; Cables for Micro-Ion Gauge,p/n 358011-10; shipping"
"BROOKS AUTOMATION INCORPORATED (0660) [MANSFIELD,MASSACHUSETTS]",NNG06LL17P,GSFC - Goddard Space Flight Center,Mansfield,MA,'04',9/26/2006,11/1/2006,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price","8,024","8,024","8,024",[None Indicated],N/A,N/A,"CRYO-TORR CRYOPUMP: 4FL, 4METAL SEAL FLANGE, NO FRONTAL ARRAY, TWO PHASE MOTOR - ITEM #8108994g001, 1/1 CT-4FL MS 2PH; QUOTE #215331 AND SHIPPING CHARGES NTE $19.00."""
"BROWN AND CALDWELL [RANCHO CORDOVA,CALIFORNIA]",NNA04BB15D,ARC - Ames Research Center,,CA,'10',4/7/2004,4/30/2006,Other Than Small Business - [No Vendor Indicators Found],"Delivery Order, Firm Fixed Price",0,"229,482","229,482",541620,N/A,N/A,FEASIBILITY STUDY FOR THE TIDAL RESTORATION OF THE STORM WATER RETENTION POND
"BROWN AND SHARPE INCORPORATED [NORTH KINGSTOWN,RHODE ISLAND]",NNK05MD27P,KSC - Kennedy Space Flight Center,Orlando,FL,'24',9/30/2005,12/2/2005,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price",0,"31,660","31,660",333298,N/A,N/A,Scanning probe system
"BROWN AND SHARPE INCORPORATED [NORTH KINGSTOWN,RHODE ISLAND]",NNK06OO13P,KSC - Kennedy Space Flight Center,North Kingstown,RI,'02',3/29/2006,2/28/2007,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price","3,195","3,195","3,195",511210,N/A,N/A,SOFTWARE MAINTENANCE RENEWAL/UPGRADE
"BROWN AND SHARPE INCORPORATED [CHICAGO,ILLINOIS]",NNL05AE71P,LaRC - Langley Research Center,NORTH KINGSTOWN,RI,'02',6/7/2005,7/22/2005,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price",0,"3,195","3,195",[None Indicated],N/A,N/A,DATAPAGE/ SOFTWARE
"BROWN AND SHARPE INCORPORATED [CHICAGO,ILLINOIS]",NNL05AE92P,LaRC - Langley Research Center,NORTH KINGSTOWN,RI,'02',6/7/2005,7/22/2005,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price",0,"18,000","18,000",[None Indicated],N/A,N/A,BLOCK SERVICE AGREEMENT
"BROWN MICHELLE H [AUSTIN,TEXAS]",NNJ06JF75P,JSC - Johnson Space Flight Center,Houston,TX,'22',3/7/2006,3/31/2006,", Woman Owned Small Business, Small Business - Small Business, Women Owned","Purchase Order, Firm Fixed Price","3,100","3,100","3,100",[None Indicated],N/A,N/A,COURSE-JAPANESE CROSS CULTURE TRAINING FOR JSC EMPLOYEES
"BROWN UNIV [BRYN MAWR,PENNSYLVANIA]",NAG510383,GSFC - Goddard Space Flight Center,,RI,'01',2/7/2001,5/31/2006,"Educational - Educational Institution, Nonprofit Organization",Grant,0,"965,802","965,802",[None Indicated],N/A,N/A,DETECTORS WITH BREAK THROUGH ENERGY RESOLUTION USING MAGNETIC SENSORS
"BROWN UNIV [BRYN MAWR,PENNSYLVANIA]",NAG511763,GSFC - Goddard Space Flight Center,,RI,'01',2/21/2002,3/31/2006,"Educational - Educational Institution, Nonprofit Organization",Grant,0,"279,000","279,000",[None Indicated],N/A,N/A,"MINERALOGY OF LUNAR MATERIALS FROM REFLECTANCE, SP ECTROSCOPY:           MEASUREMENT, ANALYSIS, AND"
"BROWN UNIV [BRYN MAWR,PENNSYLVANIA]",NAG512225,GSFC - Goddard Space Flight Center,,RI,'01',5/22/2002,11/14/2005,"Educational - Educational Institution, Nonprofit Organization",Grant,0,"190,992","190,992",[None Indicated],N/A,N/A,EXPERIMENTS & SPECTRAL STUDIES OF MARTIAN VOLCANIC ROCKS: FACTORS AFFECTING MGS AND MARS PATHFIN
"BROWN UNIV [BRYN MAWR,PENNSYLVANIA]",NAG512286,GSFC - Goddard Space Flight Center,,RI,'01',6/11/2002,6/30/2006,"Educational - Educational Institution, Nonprofit Organization",Grant,0,"180,000","180,000",[None Indicated],N/A,N/A,GEOLOGIC UNITS ON MARS: STATISTICAL CHARACTERIZA- TION OF TOPOGRAPHY & GEOLOGICAL ASSESSENT OF P
"BROWN UNIV [BRYN MAWR,PENNSYLVANIA]",NAG512327,GSFC - Goddard Space Flight Center,,RI,'01',6/27/2002,6/30/2006,"Educational - Educational Institution, Nonprofit Organization",Grant,0,"292,428","292,428",[None Indicated],N/A,N/A,SYNTHESIS AND SURVIVAL OF ORGANICS DURING HYPER- VELOCITY IMPACTS
"BROWN UNIV [BRYN MAWR,PENNSYLVANIA]",NAG512758,GSFC - Goddard Space Flight Center,,RI,'01',1/16/2003,1/14/2007,"Educational - Educational Institution, Nonprofit Organization",Grant,-230,"605,298","605,298",[None Indicated],N/A,N/A,THE MILLIMETER-WAVE BOLOMETRIC INTERFEROMETER
"BROWN UNIV [BRYN MAWR,PENNSYLVANIA]",NAG512830,GSFC - Goddard Space Flight Center,,RI,'01',2/3/2003,8/14/2008,"Educational - Educational Institution, Nonprofit Organization",Grant,0,"183,000","183,000",[None Indicated],N/A,N/A,DEVELOPING A SELF-CONSISTENT MODEL FOR LUNAR FERROAN ANORTHOSITE PETROGENESIS
"BROWN UNIV [BRYN MAWR,PENNSYLVANIA]",NAG512985,GSFC - Goddard Space Flight Center,,RI,'01',3/6/2003,4/30/2006,"Educational - Educational Institution, Nonprofit Organization",Grant,0,"178,000","178,000",[None Indicated],N/A,N/A,ORIGIN & EVOLUTION OF LUNAR MARE & MARS SNC-TYPE BASALTIC MAGMAS
"BROWN UNIV [BRYN MAWR,PENNSYLVANIA]",NAG513098,GSFC - Goddard Space Flight Center,,RI,'01',3/17/2003,3/14/2006,"Educational - Educational Institution, Nonprofit Organization",Grant,0,"231,000","231,000",[None Indicated],N/A,N/A,PHYSICAL PROCESSES OF PLANETARY EVOLUTION
"BROWN UNIV [BRYN MAWR,PENNSYLVANIA]",NAG513173,GSFC - Goddard Space Flight Center,,RI,'01',3/24/2003,3/31/2006,"Educational - Educational Institution, Nonprofit Organization",Grant,0,"231,000","231,000",[None Indicated],N/A,N/A,HYDRATION OF GEOLOGICAL MATERIALS FROM REFLECTANCE SPECTROSCOPY
"BROWN UNIV [BRYN MAWR,PENNSYLVANIA]",NAG513609,GSFC - Goddard Space Flight Center,,RI,'01',8/15/2003,12/31/2005,"Educational - Educational Institution, Nonprofit Organization",Grant,"202,000","303,000","303,000",[None Indicated],N/A,N/A,REFLECTIVE EXPERIMENT LABORATORY
"BROWN UNIV [BRYN MAWR,PENNSYLVANIA]",NNG04GI97G,GSFC - Goddard Space Flight Center,,RI,'01',5/4/2004,1/14/2007,"Educational - Educational Institution, Nonprofit Organization",Grant,"53,000","158,528","158,528",[None Indicated],N/A,N/A,NORTHEAST REGIONAL PLANTARY DATA CENTER
"BROWN UNIV [BRYN MAWR,PENNSYLVANIA]",NNL04AA48G,LaRC - Langley Research Center,,RI,'01',5/14/2004,12/31/2005,"Educational - Educational Institution, Nonprofit Organization",Grant,0,"75,000","75,000",[None Indicated],N/A,N/A,ARES SCIENCE STRATEGY ASSESSMENT
"BROWN UNIVERSITY [PROVIDENCE,RHODE ISLAND]",NAG32882,GRC - Glenn Research Center,,RI,'02',5/8/2003,9/2/2008,"Educational - Educational Institution, Nonprofit Organization",Grant,"34,000","292,910","292,910",[None Indicated],N/A,N/A,MAGNETIC FIELD GRADIENT LEVITATION SYSTEM FOR PHYSICS AND BIOPHYSICS
"BROWN UNIVERSITY [PROVIDENCE,RHODE ISLAND]",NAG513021,GSFC - Goddard Space Flight Center,,RI,'01',3/11/2003,4/30/2007,"Educational - Educational Institution, Nonprofit Organization",Grant,0,"192,000","192,000",[None Indicated],N/A,N/A,PETROGENESIS OF MARE BASALTS AND MG-RICH SUITE PARENT MAGMAS
"BROWN UNIVERSITY [PROVIDENCE,RHODE ISLAND]",NAG513341,GSFC - Goddard Space Flight Center,,RI,'01',4/16/2003,3/31/2007,"Educational - Educational Institution, Nonprofit Organization",Grant,"98,954","415,548","415,548",[None Indicated],N/A,N/A,BLAST: LDB EXTRA-GALACTIC STUDIES
"BROWN UNIVERSITY [PROVIDENCE,RHODE ISLAND]",NAG513466,GSFC - Goddard Space Flight Center,,RI,'01',4/27/2003,5/31/2007,"Educational - Educational Institution, Nonprofit Organization",Grant,"85,813","245,040","245,040",[None Indicated],N/A,N/A,INVESTIGATION OF MARTIAN SURFACE COMPOSITION AND THE RECORD FOR RECENT CLIMATE CHANGE.
"BROWN UNIVERSITY [PROVIDENCE,RHODE ISLAND]",NCC21217,ARC - Ames Research Center,,CA,'14',3/13/2001,9/30/2004,"Educational - Educational Institution, Nonprofit Organization",Cooperative Agreement,-91,"450,993","450,993",[None Indicated],NRA 2-37143,N/A,CAUSAL REASONING
"BROWN UNIVERSITY [PROVIDENCE,RHODE ISLAND]",NNG04GB53G,GSFC - Goddard Space Flight Center,,RI,'01',12/17/2003,12/14/2007,"Educational - Educational Institution, Nonprofit Organization",Grant,"101,367","335,133","335,133",[None Indicated],N/A,N/A,TAKING APART THE ROCKS OF MARS
"BROWN UNIVERSITY [PROVIDENCE,RHODE ISLAND]",NNG05GA61G,GSFC - Goddard Space Flight Center,,RI,'01',10/20/2004,10/14/2008,"Educational - Educational Institution, Nonprofit Organization",Grant,"368,000","948,000","948,000",[None Indicated],N/A,N/A,ADVANCED VISUALIZATION IN SOLAR EXPLORATION AND RESEARCH (ADVISER).
"BROWN UNIVERSITY [PROVIDENCE,RHODE ISLAND]",NNG05GG15G,GSFC - Goddard Space Flight Center,,RI,'01',3/25/2005,3/31/2010,"Educational - Educational Institution, Nonprofit Organization",Grant,"188,000","281,216","281,216",[None Indicated],N/A,N/A,MINERALOGY OF LUNAR MATERIALS FROM REFLECTANCE SPECTROSCOPY II: ROCKS & MINERALS
"BROWN UNIVERSITY [PROVIDENCE,RHODE ISLAND]",NNG05GG71H,GSFC - Goddard Space Flight Center,PROVIDENCE,RI,'01',4/5/2005,3/14/2011,"Educational - Educational Institution, Nonprofit Organization",Training Grant,"576,287","2,344,759","2,344,759",[None Indicated],N/A,N/A,RHODE ISLAND SPACE GRANT CONSORTIUM
"BROWN UNIVERSITY [PROVIDENCE,RHODE ISLAND]",NNG05GI00G,GSFC - Goddard Space Flight Center,,RI,'01',4/22/2005,4/30/2007,"Educational - Educational Institution, Nonprofit Organization",Grant,0,"40,000","40,000",[None Indicated],N/A,N/A,STURCTURE & OPTICAL REFELECTANCE OF ICY BODIES
"BROWN UNIVERSITY [PROVIDENCE,RHODE ISLAND]",NNG05GI21G,GSFC - Goddard Space Flight Center,,RI,'01',7/20/2005,7/14/2010,"Educational - Educational Institution, Nonprofit Organization",Grant,"80,000","257,000","257,000",[None Indicated],N/A,N/A,PLANETARY VOLCANIC PROCESSES
"BROWN UNIVERSITY [PROVIDENCE,RHODE ISLAND]",NNG05GI37G,GSFC - Goddard Space Flight Center,,RI,'01',4/28/2005,4/14/2008,"Educational - Educational Institution, Nonprofit Organization",Grant,"150,000","427,500","427,500",[None Indicated],N/A,N/A,PLANETARY IMPACT PROCESSES.
"BROWN UNIVERSITY [PROVIDENCE,RHODE ISLAND]",NNG05GJ87G,GSFC - Goddard Space Flight Center,,RI,'01',5/19/2005,12/31/2009,"Educational - Educational Institution, Nonprofit Organization",Grant,"60,000","119,285","119,285",[None Indicated],N/A,N/A,GEOLOGICAL MAPPING OF GANYMEDE.
"BROWN UNIVERSITY [PROVIDENCE,RHODE ISLAND]",NNG05GL57H,GSFC - Goddard Space Flight Center,,RI,'01',6/27/2005,12/31/2008,"Educational - Educational Institution, Nonprofit Organization",Training Grant,"24,000","78,000","78,000",[None Indicated],N/A,N/A,UTILIZING HUMAN CONJUCTIVAL REFECTANCE SPECTRA FOR NON-INVASIVE IN-SOACE CREW HEMOGLOBIN MEASUREMENTS: JOHN MCMURDY
"BROWN UNIVERSITY [PROVIDENCE,RHODE ISLAND]",NNG05GL84G,GSFC - Goddard Space Flight Center,,RI,'01',6/30/2005,12/31/2006,"Educational - Educational Institution, Nonprofit Organization",Grant,0,"54,361","54,361",[None Indicated],N/A,N/A,EARLY CRUSTAL FORMATION ON MARS.
"BROWN UNIVERSITY [PROVIDENCE,RHODE ISLAND]",NNG05GQ46G,GSFC - Goddard Space Flight Center,,RI,'01',9/19/2005,9/14/2009,"Educational - Educational Institution, Nonprofit Organization",Grant,"75,000","315,000","315,000",[None Indicated],N/A,N/A,MARS POLAR CAP CLIMATE
"BROWN UNIVERSITY [PROVIDENCE,RHODE ISLAND]",NNG05GQ77G,GSFC - Goddard Space Flight Center,,RI,'01',9/20/2005,9/14/2008,"Educational - Educational Institution, Nonprofit Organization",Grant,"70,000","140,000","140,000",[None Indicated],N/A,N/A,ANALYSIS OF MER ROCKS & SOILS
"BROWN UNIVERSITY [PROVIDENCE,RHODE ISLAND]",NNG05WC12G,GSFC - Goddard Space Flight Center,,RI,'01',3/18/2005,2/28/2009,"Educational - Educational Institution, Nonprofit Organization",Grant,"237,305","728,498","728,498",[None Indicated],N/A,N/A,THE DEVELOPMENT OF MAGNETIC MICROCALORIMETER ARRAYS FOR X-RAY ASTRONOMY.
"BROWN UNIVERSITY [PROVIDENCE,RHODE ISLAND]",NNG06GF12G,GSFC - Goddard Space Flight Center,Providence,RI,'01',3/21/2006,3/14/2007,"Educational - Educational Institution, Nonprofit Organization",Grant,"63,000","63,000","63,000",[None Indicated],N/A,N/A,"ORGIN, EVOLUTION, & ROLE OF VOLATIES IN HIGH-TI MARE & MARS SNC BASAL TOC MAGMAS"
"BROWN UNIVERSITY [PROVIDENCE,RHODE ISLAND]",NNG06GF57G,GSFC - Goddard Space Flight Center,,RI,'01',3/26/2006,3/14/2009,"Educational - Educational Institution, Nonprofit Organization",Grant,"24,544","79,691","79,691",[None Indicated],N/A,N/A,QUANTITIVE STUDY OF THE SPACE WEATHERING EFFECT ON REFLECTANCE SPECTRA OR ORDINARY CHONDRITES
"BROWN UNIVERSITY [PROVIDENCE,RHODE ISLAND]",NNG06GF75G,GSFC - Goddard Space Flight Center,,RI,'01',3/30/2006,3/31/2010,"Educational - Educational Institution, Nonprofit Organization",Grant,"65,000","183,899","183,899",[None Indicated],N/A,N/A,PHYSICAL & CHEMICAL CONSEQUENCES OF MELT- TRANSPORT & MELT ROCK REACTION IN THE LUNAR MANTLE & CRUST
"BROWN UNIVERSITY [PROVIDENCE,RHODE ISLAND]",NNG06GI72G,GSFC - Goddard Space Flight Center,,RI,'01',5/31/2006,5/14/2008,"Educational - Educational Institution, Nonprofit Organization",Grant,"59,000","59,000","59,000",[None Indicated],N/A,N/A,PETROGENESIS OF MARE BASALT: EVOLUTION OF THE CUMULATE SOURCE
"BROWN UNIVERSITY [PROVIDENCE,RHODE ISLAND]",NNL04AA33H,LaRC - Langley Research Center,,RI,'02',6/22/2004,6/30/2007,"Educational - Educational Institution, Nonprofit Organization",Training Grant,"24,000","72,000","72,000",[None Indicated],N/A,N/A,Graduate Student Research Program
"BROWN UNIVERSITY [PROVIDENCE,RHODE ISLAND]",NNL06AA06G,LaRC - Langley Research Center,Providence,RI,'01',6/1/2006,9/30/2006,"Educational - Educational Institution, Nonprofit Organization",Grant,"6,000","6,000","6,000",[None Indicated],N/A,N/A,5TH INTERNATIONAL FUTURE TRENDS IN MICROELECTRONICS ADVANCED RESEARCH WORKSHOP
