Contractor,Contract Number,NASA Center,Place of Performance City,Place of Performance State,Place of Performance District,Award Date,Completion Date,Contractor Type,Award Type,Current FY Obligations,Total Obligations,Total Award Value,NAICS Code,Solicitation ID,Solicitation POC,Description of Work
"AKIRA TECHNOLOGIES, INC. [WASHINGTON,DISTRICT OF COLUMBIA]",80NSSC18F1571,NSSC - NASA Shared Services Center,WASHINGTON,DC,'00',7/31/2018,8/30/2018,"SBA Certified HUBZone, Small Disadvantaged Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, Self Certified Small Disadvantaged Business, Subchapter S Corporation, Sub Continent Asian American Owned Business","Delivery Order, Firm Fixed Price","27,193","27,193","27,193",541519,N/A,N/A,POWERVAULT LTO-8 EXTERNAL TAPE BACKUP
"AKIRA TECHNOLOGIES, INC. [WASHINGTON,DISTRICT OF COLUMBIA]",80NSSC18F1726,NSSC - NASA Shared Services Center,WASHINGTON,DC,'00',8/15/2018,8/23/2018,"SBA Certified HUBZone, Small Disadvantaged Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, Self Certified Small Disadvantaged Business, Subchapter S Corporation, Sub Continent Asian American Owned Business","Delivery Order, Firm Fixed Price","16,144","16,144","16,144",541519,N/A,N/A,OTTHIS IS A PURCHASE ORDER FOR DELL HARDWARE MAINTENANCE SERVICE.
"AKIRA TECHNOLOGIES, INC. [WASHINGTON,DISTRICT OF COLUMBIA]",NNG15SD07B,GSFC - Goddard Space Flight Center,[N/A for IDVs],,'NA',4/9/2015,[None Indicated],"SBA Certified HUBZone, Small Disadvantaged Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, Self Certified Small Disadvantaged Business, Subchapter S Corporation, Sub Continent Asian American Owned Business","Government-Wide Agency Contract (GWAC), Firm Fixed Price",0,0,0,541519,NNG13451284R,N/A,"SEWP V CONTRACT,   CATEGORY B, GROUP B  HUBZONE SET-ASIDE SEWP V PROVIDES HIGH-END TECHNICAL REQUIREMENTS; OPTIMIZE PRODUCTIVITY THROUGH UTILIZATION OF POWERFUL COMPUTER SYSTEMS, STATE OF THE ART SUPPORTING PERIPHERALS AND SOFTWARE ON STANDARDIZED BUT CUSTOMIZABLE SYSTEMS; AND ENSURE INTEROPERABILITY OF RELIABLE, APPLICABLE, AND AFFORDABLE IT PRODUCTS/SOLUTIONS."
"AKIRA TECHNOLOGIES, INC. [WASHINGTON,DISTRICT OF COLUMBIA]",NNG15SD61B,GSFC - Goddard Space Flight Center,[N/A for IDVs],,'NA',4/10/2015,[None Indicated],"SBA Certified HUBZone, Small Disadvantaged Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Minority Owned, SBA Certified 8A Program Participant, SBA Certified HUBZone, Self Certified Small Disadvantaged Business, Subchapter S Corporation, Sub Continent Asian American Owned Business","Government-Wide Agency Contract (GWAC), Firm Fixed Price",0,0,0,541519,NNG13451284R,N/A,"SEWP V CONTRACT,   CATEGORY B, GROUP C  SBSA SEWP V PROVIDES HIGH-END TECHNICAL REQUIREMENTS; OPTIMIZE PRODUCTIVITY THROUGH UTILIZATION OF POWERFUL COMPUTER SYSTEMS, STATE OF THE ART SUPPORTING PERIPHERALS AND SOFTWARE ON STANDARDIZED BUT CUSTOMIZABLE SYSTEMS; AND ENSURE INTEROPERABILITY OF RELIABLE, APPLICABLE, AND AFFORDABLE IT PRODUCTS/SOLUTIONS."
"AKON INCORPORATED [SAN JOSE,CALIFORNIA]",80NSSC18P1761,NSSC - NASA Shared Services Center,SAN JOSE,CA,'17',6/1/2018,10/18/2018,", Small Disadvantaged Business, Small Business - Corporate Entity Not Tax Exempt, For Profit Organization, Manufacturer Of Goods, Minority Owned, Self Certified Small Disadvantaged Business, Sub Continent Asian American Owned Business","Purchase Order, Firm Fixed Price","92,850","92,850","92,850",334220,N/A,N/A,12-CHANNEL DOWN-CONVERTER ASSEMBLY
"AKTIWAVE LLC [ROCHESTER,NEW YORK]",80NSSC18P2148,NSSC - NASA Shared Services Center,ROCHESTER,NY,'25',7/27/2018,8/26/2019,", Small Business ONLY - For Profit Organization, Sole Proprietorship","Purchase Order, Firm Fixed Price","123,234","123,234","123,234",541715,N/A,N/A,"THIS PROPOSAL INCLUDES, FOR THE FIRST TIME, INTEGRATED THEORETICAL MODELS AND EXPERIMENTAL INVESTIGATIONS TO SIMULATE AND DEMONSTRATE FEMTOSECOND-LASER-FABRICATED WAVEGUIDES IN CRYSTALLINE DIELECTRIC MATERIALS. THE NUMERICAL MODELS WILL PREDICT REFRACTIVE-INDEX CHANGES POTENTIALLY INDUCED BY SELF-FOCUSING, HEAT ACCUMULATION, THERMAL STRESS, PLASMA FORMATION AND RELAXATION, AND ABLATION. THE INFLUENCE OF FOCAL CONDITIONS AND LASER PARAMETERS (PULSE ENERGY, WAVELENGTH, REPETITION RATE, FOCAL SPOT SIZE, AND SCANNING SPEED) ON WAVEGUIDE QUALITY AND GEOMETRY WILL BE THEORETICALLY AND EXPERIMENTALLY INVESTIGATED VIA SENSITIVITY STUDIES. THE INDEX MODULATION WILL BE EVALUATED FOR THE THREE MAJOR WAVEGUIDE-DESIGN CONFIGURATIONS (TYPE I, II, AND III) USING MATRICES OF LASER PARAMETERS. THE EFFECTIVENESS OF THE THREE TYPES OF WAVEGUIDE CONFIGURATIONS WILL BE COMPARED FOR LASER MATERIALS. TO PREPARE FOR PHASE II, THE TECHNICAL FEASIBILITY OF PRODUCING WAVEGUIDE LASERS WILL BE ACCESSED THROUGH NUMERICAL MODELING. CONCEPTS FOR DEVELOPING A WAVEGUIDE LASER WILL BE IDENTIFIED. THIS INNOVATION WILL ENABLE THE FABRICATION OF LOW-LOSS OPTICAL WAVEGUIDES FOR INTEGRATED PHOTONIC CIRCUITS WITH THE INTEGRATED ACTIVE AND PASSIVE DEVICES ON THE MICRON SCALE. IT WILL PROVIDE WEIGHT, POWER AND COST REDUCTIONS FOR TELE-COMMUNICATIONS, ADVANCED DATA CENTERS, AND FREE-SPACE COMMUNICATIONS. THE FEMTOSECOND-LASER-ENABLED COMPACT THREE-DIMENSIONAL WAVEGUIDES AND WAVEGUIDE-LASER SOURCES PROVIDE A UNIQUE PLATFORM FOR VERSATILE PHOTONIC APPLICATIONS TO REMOTE SENSING, ANALOG RF, QUANTUM COMPUTING AND BIOMEDICAL MONITORING, AND OTHERS."
"AL RAZAQ COMPUTING SERVICES [HOUSTON,TEXAS]",NNM11AA30C,MSFC - Marshall Space Flight Center,[N/A for IDVs],,'NA',4/1/2011,[None Indicated],", Small Disadvantaged Business, Small Business - Black American Owned Business, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, Self Certified Small Disadvantaged Business, Sole Proprietorship","Indefinite Delivery Contract, Firm Fixed Price",0,0,0,561210,NNM10305211J,"Rhoney Triplett Jr., 256-961-2091, rhoney.triplett-1@nasa.gov",ACQUISITION AND BUSINESS SUPPORT SERVICES BASIC CONTRACT
"AL RAZAQ COMPUTING SERVICES [HOUSTON,TEXAS]",NNM11AA36T,MSFC - Marshall Space Flight Center,HUNTSVILLE,AL,'05',5/1/2011,1/31/2020,", Small Disadvantaged Business, Small Business - Black American Owned Business, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, Self Certified Small Disadvantaged Business, Sole Proprietorship","Delivery Order, Firm Fixed Price","1,191,898","8,338,979","8,338,979",561210,N/A,N/A,ACQUISITION AND BUSINESS SUPPORT SERVICES
"AL RAZAQ COMPUTING SERVICES [HOUSTON,TEXAS]",NNM11AA37T,MSFC - Marshall Space Flight Center,HUNTSVILLE,AL,'05',5/1/2011,1/31/2020,", Small Disadvantaged Business, Small Business - Black American Owned Business, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, Self Certified Small Disadvantaged Business, Sole Proprietorship","Delivery Order, Firm Fixed Price","1,238,812","8,674,308","8,674,308",561210,N/A,N/A,ACQUISITION AND BUSINESS SUPPORT SERVICES
"AL RAZAQ COMPUTING SERVICES [HOUSTON,TEXAS]",NNM11AA39T,MSFC - Marshall Space Flight Center,HUNTSVILLE,AL,'05',5/1/2011,1/31/2020,", Small Disadvantaged Business, Small Business - Black American Owned Business, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, Self Certified Small Disadvantaged Business, Sole Proprietorship","Delivery Order, Firm Fixed Price","3,326,050","24,798,325","24,798,325",561210,N/A,N/A,ACQUISITION AND BUSINESS SUPPORT SERVICES
"AL RAZAQ COMPUTING SERVICES [HOUSTON,TEXAS]",NNM11AA40T,MSFC - Marshall Space Flight Center,HUNTSVILLE,AL,'05',5/1/2011,1/31/2020,", Small Disadvantaged Business, Small Business - Black American Owned Business, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, Self Certified Small Disadvantaged Business, Sole Proprietorship","Delivery Order, Firm Fixed Price","2,813,650","20,912,736","20,912,736",561210,N/A,N/A,ACQUISITION AND BUSINESS SUPPORT SERVICES (ABSS)
"AL RAZAQ COMPUTING SERVICES [HOUSTON,TEXAS]",NNM11AA41T,MSFC - Marshall Space Flight Center,HUNTSVILLE,AL,'05',5/1/2011,1/31/2020,", Small Disadvantaged Business, Small Business - Black American Owned Business, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, Self Certified Small Disadvantaged Business, Sole Proprietorship","Delivery Order, Firm Fixed Price","4,455,246","28,195,976","28,195,976",561210,N/A,N/A,ACQUISITION AND BUSINESS SUPPORT SERVICES (ABSS)
"AL RAZAQ COMPUTING SERVICES [HOUSTON,TEXAS]",NNM12AA60T,MSFC - Marshall Space Flight Center,HUNTSVILLE,AL,'05',5/1/2012,1/31/2020,", Small Disadvantaged Business, Small Business - Black American Owned Business, DOT Certified Disadvantaged Business Enterprise, For Profit Organization, Minority Owned, Self Certified Small Disadvantaged Business, Sole Proprietorship","Delivery Order, Firm Fixed Price","1,246,023","11,881,908","11,881,908",561210,N/A,N/A,ACQUISITION AND BUSINESS SUPPORT SERVICES.
"ALABAMA A & M UNIVERSITY [HUNTSVILLE,ALABAMA]",80MSFC18M0051,MSFC - Marshall Space Flight Center,MELBOURNE,FL,'08',7/16/2018,8/30/2019,"Historically Black Colleges and Universities - 1890 Land Grant College, DOT Certified Disadvantaged Business Enterprise, Educational Institution, Historically Black College Or University, Minority Institution, Nonprofit Organization",Cooperative Agreement,"58,664","58,664","58,664",[None Indicated],N/A,N/A,A COOPERATIVE AGREEMENT BETWEEN NASA/MSFC AND ALABAMA A&M UNIVERSITY FOR AN INVESTIGATION INTO THE FEASIBILITY STUDY ON THE RECYCLING METHOD FOR MATERIAL PREPARATION FOR THE IN-SITU 3D PRINTER OF ELECTRONICS
"ALABAMA A & M UNIVERSITY [HUNTSVILLE,ALABAMA]",80NSSC18M0138,NSSC - NASA Shared Services Center,HUNTSVILLE,AL,'05',9/17/2018,8/28/2021,"Historically Black Colleges and Universities - 1890 Land Grant College, DOT Certified Disadvantaged Business Enterprise, Educational Institution, Historically Black College Or University, Minority Institution, Nonprofit Organization",Cooperative Agreement,"376,520","376,520","376,520",[None Indicated],N/A,N/A,"THE OVERARCHING PURPOSE OF THIS PROJECT IS TO DESIGN, CREATE AND PROVIDE WORKSHOPS, SUSTAINABLE TRAINING MATERIALS AND SUPPORT TO MINORITY SERVING INSTITUTIONS (MSIS) AS A MEANS OF ENABLING A COMPETITIVE ADVANTAGE IN SECURING FEDERAL FUNDS FOR MSIS TO YIELD IMPROVEMENTS IN MSI INSTITUTION CAPACITIES. ALABAMA A&M UNIVERSITY RESEARCH INNOVATION IN SCIENCE AND ENGINEERING (AAMU-RISE) FOUNDATION IS PARTNERING WITH THE UNIVERSITY SPACE RESEARCH ASSOCIATION (USRA) TO CREATE WORKSHOPS IN THE FORM OF: FACE-TO-FACE INSTITUTES, PARTNER-DELIVERED WORKSHOPS, ONLINE MUSIC THEMED WORKSHOPS FOR THE DISSEMINATION AND USE FOR MSIS. WE WILL DEFINE, DEVELOP, TEST, IMPLEMENT, AND MANAGE A SUPERIOR NATIONAL INITIATIVE TO INCORPORATE NASA CONTENT AND COLLABORATIONS INTO MSIS THROUGH INNOVATIVE PROFESSIONAL TRAINING WORKSHOPS TO FOSTER MUTUALLY BENEFICIAL RELATIONSHIPS WITH MSIS AND NASA. THE GOALS OF THE PROJECT ARE CONSISTENT WITH THE NASA S STRATEGIC OBJECTIVES (3.1, 3.3. AND 4.1): 1) FOSTER THE GROWTH AND UTILIZATION OF THE U.S. INDUSTRIAL AND ACADEMIC BASE IN TANDEM WITH NASA FOR RESEARCH, DEVELOPMENT AND TRANSFER OF INNOVATIVE TECHNOLOGIES TO EXPAND THE EXPLORATION CAPABILITIES FOR NASA; 2) ENGAGE THE PUBLIC WITH EXPOSURE TO NASA-UNIQUE SCIENCE, TECHNOLOGY, ENGINEERING AND MATHEMATICS (STEM) LEARNING OPPORTUNITIES AND OUTREACH ACTIVITIES TO INFORM, EDUCATE, AND ENCOURAGE PUBLIC INTERESTS AND DIVERSIFY THE FUTURE NASA WORKFORCE; AND 3) SUPPORT AND ENGAGE IN PARTNERSHIPS INTERAGENCY, PARTNERSHIPS BETWEEN INDUSTRIAL AND ACADEMIC PARTNERSHIPS TO UTILIZE GREATER CAPABILITIES AND REACH. THE OBJECTIVES OF THE PROJECT ARE TO: 1) DEVELOP AND DELIVER TRAINING WORKSHOPS FOR MSIS AT ALL LEVELS INCORPORATING: FACE-TO-FACE INSTITUTES, PARTNER-DELIVERED WORKSHOPS, ONLINE TRAINING MODULES, AND DISTRIBUTION OF MATERIALS; 2) LEVERAGE THE CONSIDERABLE NASA RESEARCH PORTFOLIO TO PROVIDE OPPORTUNITIES TO INSPIRE AND ENGAGE THE PUBLIC BY: CREATING AWARENESS OF NASA-UNIQUE STEM RESEARCH AND FACILITIES, EXPOSING MSIS TO THE VALUE AND WORK AT NASA, AND AUGMENTING NASA S PUBLIC PRESENCE AT MSIS TO ENCOURAGE DIVERSIFICATION OF THE NASA STEM PIPELINE; 3) PROVIDE MSIS WITH THE IMPROVED ABILITY TO LEVERAGE RELATIONSHIPS IN ACADEMIA AND INDUSTRY TO PARTICIPATE IN CURRENT, INNOVATIVE RESEARCH AND DEVELOPMENT ALIGNED WITH THE AIMS OF TECHNOLOGY TRANSFER. THE EXPECTED RESULTS OF THE PROPOSED ACTIVITIES WILL YIELD TRAINING MATERIALS AND FORUMS FOR USE AT MSIS FACILITATING: 1) IMPROVEMENTS IN THE THROUGHPUT OF FUNDING APPLICATIONS TO NASA CONTRACTS AND GRANTS, AS WELL AS IMPROVED FUNDING OF MSI RESEARCH, 2) GREATER COLLABORATIVE INVOLVEMENT BETWEEN MSIS WITH COMMON GOALS, AND MSI-NASA RESEARCH EFFORTS, AND 3) IMPROVED DIVERSITY IN NASA EMPLOYMENT."
"ALABAMA A & M UNIVERSITY [HUNTSVILLE,ALABAMA]",NNM16AA09A,MSFC - Marshall Space Flight Center,HUNTSVILLE,AL,'05',6/30/2016,6/28/2017,"Historically Black Colleges and Universities - 1890 Land Grant College, DOT Certified Disadvantaged Business Enterprise, Educational Institution, Historically Black College Or University, Minority Institution, Nonprofit Organization",Cooperative Agreement,"-1,542","56,124","56,124",[None Indicated],N/A,N/A,DEVELOPMENT AND CHARACTERIZATION OF SEMICONDUCTOR MATERIALS FOR 3D PRINTINING OF ELECTRONIC COMPONENTS
"ALABAMA A & M UNIVERSITY [HUNTSVILLE,ALABAMA]",NNS13AB37A,SSC - Stennis Space Center,STENNIS SPACE CENTER,MS,'04',9/13/2013,3/30/2015,"Educational - 1890 Land Grant College, DOT Certified Disadvantaged Business Enterprise, Educational Institution, Nonprofit Organization",Cooperative Agreement,"-2,256","47,744","47,744",[None Indicated],N/A,N/A,"WE PROPOSE A NEW MEASURING/CLEANING METHOD FOR CLOSED SURFACES (PIPES) APPLICABLE TOREMOVING CONTAMINANTS (OIL FILMS, FUNGUS, RUST) FROM NASA INSTRUMENTS AND SPACECRAFT. THIS TECHNIQUE RELIES ON ACOMBINATION OF HOLOGRAPHIC IN-LINE INTERFEROMETRY (HILI) AND COHERENT FRINGE PROJECTION (CFP) TECHNIQUES IN ONESET-UP WITH MODIFICATION NEEDED TO WORK INSIDE CLOSED SURFACES OF TUBES AND PIPES. ADDITIONALLY, WE PROPOSE AUNIFIED APPROACH FOR MODELING OF BOTH HILI AND CFP THAT IS SUITABLE FOR REMOTE CHARACTERIZATION OF CONTAMINANTSINSIDE THESE STRUCTURES. THIS MODELING APPROACH IS BASED ON THE CONCEPT OF THE COHERENT SUPERPOSITION OF PARTIALINTERFERENCE PATTERNS. WE WILL SHOW THAT THE COMBINATION OF LASER-INDUCED FLUORESCENCE AND LASER INDUCED OPTICALTRAPPING AND EVAPORATION WILL PROVIDE MORE ACCURATE DETECTION AND A NEW METHOD OF LASER-INDUCED CLEANING OFCONTAMINATION. BASED ON OUR PREVIOUS EXPERIENCE WITH OIL CONTAMINATION, WE WILL USE A MODIFIED VERSION OF FRINGEPROJECTION INTERFEROMETRY TO MONITOR CONTAMINATION IN THE PIPES, WHICH WILL INCLUDE A FLEXIBLE COHERENT OPTICAL FIBERBUNDLE TO ALLOW INSPECTION OF PIPE S INNER SPACE. FOR CLEANING OF CLOSED SURFACES (PIPES, TANKS) WE WILL USE FLEXIBLEOPTICAL FIBERS. LASER EVAPORATED VOLATILE FRACTIONS WILL BE REMOVED BY AIR PUMPS AND THE CONDENSATE MAY BE USEDFOR FURTHER UTILIZATION. COHERENT FRINGE PROJECTION (CFP) TECHNIQUES PROVED TO BE EFFICIENT IN OUR PREVIOUS EFFORTSINVOLVING NON-CONTACT METROLOGY OF MICROSTRUCTURED OBJECTS.1.PRELIMINARY RESEARCHIN SPITE OF THE GREAT NEED FOR EFFECTIVE METHODS OF REMOTE DETECTION/IDENTIFICATION OF CRUDE OIL AND OTHER OIL-BASEDPOLLUTANTS IN WATER AND/OR ON THE SOLID SURFACES, THERE IS STILL A DEMAND FOR MORE EFFICIENT AND RELIABLE METHODS [1].SPECTROSCOPIC METHODS ALLOW DETERMINATION OF COMPOSITION [2] WHILE INTERFEROMETRY ALLOWS FINDING OIL FILMTHICKNESS [3]. USUALLY THESE TWO APPROACHES NEED DIFFERENT EXPERIMENTAL IMPLEMENTATION. WE COMBINEDSPECTROSCOPIC METHOD OF LASER-INDUCED FLUORESCENCE WITH HOLOGRAPHIC INTERFEROMETRY IN ONE SET-UP FOR RELIABLEDETECTION/IDENTIFICATION OF OIL.WE DESCRIBED TWO DIFFERENT EXPERIMENTAL SCHEMES OF INTERFEROMETRY: WITH A SINGLE BEAM AND TWO BEAMS.FIG.1 SHOWS A SIMPLE SCHEME OF HOLOGRAPHIC INTERFEROMETRY, WHERE EXPANDED NEAR-COLLIMATED LASER BEAM REFLECTEDFROM THE OIL-WATER OR OIL SOLID MATERIAL SURFACE.SCHEME OF OIL ON- WATER FILM INTERFEROMETRY, DISTANCE BETWEEN OIL FILM AND SCREEN #tilde# 6M.EXAMPLES OF TYPICAL INTERFEROGRAM ARE SHOWN ON THE FIG.2FIG.2 TYPICAL INTERFERENCE PATTERNS ON REFLECTION FROM THE OIL-ON-WATER FILM UNDER NEAR-NORMAL ILLUMINATION BY HENELASER.DUE TO THE DIFFERENCE IN REFLECTANCE, THICK OIL FILM APPEAR AS BRIGHT SPOTS, WHILE WATER IS SHOWN AS DARK PARTS IN THEPICTURE. GEOMETRY OF FRINGES REFLECTS THICKNESS"
"ALABAMA A&M UNIVERSITY RESEARCH, INNOVATION, SCIENCE AND ENGINEERING FOUNDATION, INC., THE [NORMAL,ALABAMA]",80NSSC18P1057,NSSC - NASA Shared Services Center,NORMAL,AL,'05',2/22/2018,12/31/2018,"Historically Black Colleges and Universities - 1890 Land Grant College, Corporate Entity Tax Exempt, Educational Institution, Historically Black College Or University, Minority Institution, Nonprofit Organization","Purchase Order, Firm Fixed Price","15,000","15,000","15,000",541380,N/A,N/A,"CONDUCT TORQUE TESTING AND CREATING AN ALGORITHM THAT WILL AUTOMATE THE DATA ANALYSIS PROCESS FOR THE TESTED SAMPLES. PERFORM STATISTICAL ANALYSIS ON DATA COLLECTED USING SPSS, TO DETERMINE CRITICAL VALUES AND DATA POINTS OF INTEREST TO SUPPORT THE OVERALL PROJECT OBJECTIVE."
"ALABAMA SPACE SCIENCE EXHIBIT COMMISSION [HUNTSVILLE,ALABAMA]",NNJ15GU14A,JSC - Johnson Space Flight Center,HUNTSVILLE,AL,'05',8/17/2015,10/15/2020,"Government - State Government, US Government Entity",Cooperative Agreement,"300,000","1,850,000","1,850,000",[None Indicated],N/A,N/A,EARTH OBSERVATION LABORATORY
"ALABAMA SPACE SCIENCE EXHIBIT COMMISSION [HUNTSVILLE,ALABAMA]",NNM12AD12P,MSFC - Marshall Space Flight Center,HUNTSVILLE,AL,'05',6/22/2012,10/18/2018,"Government - State Government, US Government Entity","Purchase Order, Firm Fixed Price",0,"7,897","7,897",712110,N/A,N/A,THE PURPOSE OF THIS ACQUISITION IS TO PURCHASE REPAIR SERVICES FOR THE SATURN V ARITIFACT ON DISPLAY AT THE U.S. SPACE AND ROCKET CENTER IN THE DAVIDSON CENTER FOR SPACE EXPLORATION.
"ALABAMA SPACE SCIENCE EXHIBIT COMMISSION [HUNTSVILLE,ALABAMA]",NNM15AA22C,MSFC - Marshall Space Flight Center,HUNTSVILLE,AL,'05',9/28/2015,2/1/2019,"Government - State Government, US Government Entity","Definitive Contract, Firm Fixed Price",0,"435,000","435,000",611430,NNM16AA00C,"Debbie R. Matthews, Contract Specialist, 256-544-8945, debbie.r.matthews@msfc.nasa.gov",IGF::OT::IGFNNM16AA00C - U. S. SPACE AND ROCKET CENTER (USSRC) EDUCATION TRAINING FACILITY (ETF)
"ALABAMA SPACE SCIENCE EXHIBIT COMMISSION [HUNTSVILLE,ALABAMA]",NNX14AD15G,NSSC - NASA Shared Services Center,HUNTSVILLE,AL,'05',1/31/2014,1/31/2018,"Government - State Government, US Government Entity",Grant,0,"988,128","988,128",[None Indicated],N/A,N/A,"THE ALABAMA SPACE SCIENCE EXHIBIT COMMISSION, DOING BUSINESS AS THE U.S. SPACE&ROCKET CENTER (USSRC), IS THE OFFICIALVISITOR INFORMATION CENTER FOR THE NASA MARSHALL SPACE FLIGHT CENTER (MSFC). SINCE OPENING IN 1970, THE USSRC HAS BEENEDUCATING THE PUBLIC ABOUT NASA\'S MISSIONS AND RELATING THE IMPORTANCE OF SCIENCE, TECHNOLOGY, ENGINEERING, AND MATHEMATICS(STEM) TO EXPLORATION AND DISCOVERY.THE USSRC, WHICH HAS SERVED MORE THAN 15.5 MILLION VISITORS SINCE OPENING, WAS ESTABLISHED BY MSFC\'S FIRST DIRECTOR, DR.WERNHER VON BRAUN. SHOWCASING PERHAPS THE LARGEST SPACE HARDWARE COLLECTION IN THE WORLD, THE USSRC IS AMONG NASA\'SPREMIER EXHIBITIONS. ADDITIONALLY, THE NASA-THEMED MUSEUM EDUCATION PROGRAMS AT THE USSRC HAVE EMPLOYED NASA CONTENT TOENGAGE, EQUIP AND EMPOWER MORE THAN 1,000,000 STUDENTS. TEACHERS. ANDLLIFE-LONG LEARNERS.WITH THIS PROPOSAL, THE USSRC SEEKS TO EXPAND ITS DEMONSTRATED ABILITY TO \SHARE NASA\"" BY IMPLEMENTING TWO PROJECTS TO FURTHERNASA\'S MAJOR EDUCATION GOALS: STRENGTHEN NASA AND THE NATION\'S FUTURE WORKFORCE, ATTRACT AND RETAIN STUDENTS IN STEMDISCIPLINES, AND ENGAGE AMERICANS IN NASA\'S MISSION. THE PROJECT INCLUDES ELEMENTS INTENDED TO ENGAGE THE GENERAL PUBLIC ANDEQUIP OUR EDUCATORS TO EMPOWER LEARNERS OF ALL AGES.THE USSRC REQUESTS FUNDING OF $988,128 OVER FOUR YEARS TO CREATE A NEW PERMANENT EXHIBIT AND DEVELOP AND DELIVER APROFESSIONAL DEVELOPMENT PROGRAM FOR EDUCATORS BOTH FEATURING THE INTERNATIONAL SPACE STATION AND THE FUTURE OF SPACEEXPLORATION. THIS PROPOSAL SUPPORTS THE HUMAN EXPLORATION AND OPERATIONS MISSION DIRECTORATE, AS WELL AS THE OFFICE OF EDUCATIONAND TO A LESSER DEGREE. THE OFFICE OF CHIEF TECHNOLOGIST.GRANT FUNDING WILL BE ALLOCATED TO TWO PROJECTS:1. DEVELOPMENT OF AN EXHIBIT FEATURING THE INTERNATIONAL SPACE STATION INTENDED TO ENGAGE THE PUBLIC IN STEM CONCEPTS. THEUSSRC WILL COLLABORATE WITH THE SCIENCE MUSEUM OF MINNESOTA TO ADAPT THE NASA-FUNDED JOURNEY TO SPACE EXHIBITION AS AFOUNDATION FOR A HIGHLY INTERACTIVE PERMANENT EXHIBITION AT THE USSRC PRESENTING ISS AS A HABITATION AND RESEARCH LAB; AND AS ATEST BED FOR NEW CREWED EXPLORATION BY NASA AND ITS COMMERCIAL PARTNERS.2. EXPAND MSFC/USSRC PARTNERSHIP PROVIDING EFFECTIVE PROFESSIONAL DEVELOPMENT FOR FORMAL, INFORMAL PRE-SERVICE EDUCATORS BYESTABLISHING AN ANNUAL 4-DAY S-STEM CONFERENCE THAT WILL INCLUDE FACE-TO-FACE INTERACTION AT NASA MSFC AND OFFER NASA-THEMEDWORKSHOPS HIGHLIGHTING THE TRANSITION TO SLS, CURRENT SCIENCE ABOARD THE ISS, AND FUTURE MISSIONS BEYOND LOW EARTH ORBIT.PARTICIPANTS WILL BE ABLE TO OBTAIN 32 HOURS OF CONTINUING EDUCATION UNITS; 280 EDUCATORS WILL BE SERVED OVER THE FOUR-YEAR PERIOD.SPECIAL EMPHASIS WILL BE PLACED ON RECRUITING FORMAL EDUCATORS SERVING IN TITLE I SCHOOLS ENSURING 40% OF THE TOTAL ATTENDEES AREFROM THIS DEMOGRAPHIC.THE OUTCOMES OF THIS PROPOSAL ARE ALIGNED WITH NASA\'S GOAL 6 OUTCOMES:6.2: PROMOTE STEM LITERACY THROUGH STRATEGIC PARTNERSHIPS WITH FORMAL /INFORMAL ORGANIZATIONS;6.2.1: DEVELOP NASA\'S LEADERSHIP ROLE IN NATIONAL STEM IMPROVEMENT BY PROVIDING MEANINGFUL EDUCATOR PROFESSIONAL DEVELOPMENTAND STUDENT EXPERIENCES;6.4: INFORM, ENGAGE, AND INSPIRE THE PUBLIC BY SHARING NASA\'S MISSIONS, CHALLENGES, AND RESULTS;6.4.1: PROVIDE NASA CONTENT TO PROMOTE INTEREST IN STEM THROUGH STRATEGIC PARTNERSHIPS."""
