Contractor,Contract Number,NASA Center,Place of Performance City,Place of Performance State,Place of Performance District,Award Date,Completion Date,Contractor Type,Award Type,Current FY Obligations,Total Obligations,Total Award Value,NAICS Code,Solicitation ID,Solicitation POC,Description of Work
"ASPEN AEROGELS INCORPORATED [MARLBOROUGH,MASSACHUSETTS]",NNM05AA10C,MSFC - Marshall Space Flight Center,NORTHBOROUGH,MA,'03',11/22/2004,11/16/2006,", Small Business Innovative Research, Small Business - Small Business","Definitive Contract, Firm Fixed Price","250,000","599,949","599,949",541710,N/A,N/A,AEROGEL INSULATION FOR INTEGRATED CRYOTANKS AND TPS
"ASPEN CENTER FOR PHYSICS [ASPEN,COLORADO]",NAG512637,GSFC - Goddard Space Flight Center,,CO,'03',10/8/2002,9/30/2006,Non-Profit Institutions - Nonprofit Organization,Grant,0,"90,000","90,000",[None Indicated],N/A,N/A,ASPEN SUMMER ASTROPHYSICS WORKSHOPS
"ASPEN CENTER FOR PHYSICS [ASPEN,COLORADO]",NNG04GE27G,GSFC - Goddard Space Flight Center,Aspen,CO,'03',2/19/2004,2/14/2005,Non-Profit Institutions - Nonprofit Organization,Grant,0,"6,000","6,000",[None Indicated],N/A,N/A,LARGE-SCALE DISTRIBUTION OF MASS & LIGHT IN THE UNIVERSE
"ASPEN CENTER FOR PHYSICS [ASPEN,COLORADO]",NNG05GD43G,GSFC - Goddard Space Flight Center,Aspen,CO,'03',2/3/2005,1/31/2006,Non-Profit Institutions - Nonprofit Organization,Grant,"8,000","8,000","8,000",[None Indicated],N/A,N/A,PLANET FORMATION & DETECTION
"ASPEN GLOBAL CHANGE INSTITUTE [ASPEN,COLORADO]",NNG04GA21G,GSFC - Goddard Space Flight Center,,CO,'03',10/29/2003,8/31/2006,"Educational - Educational Institution, Nonprofit Organization",Grant,"291,435","615,839","615,839",[None Indicated],N/A,N/A,ASPEN GLOBAL CHANGE INSTITUTE SUMMER SCIENCE SESSIONS
"ASPEN INSTITUTE [QUEENSTOWN,MARYLAND]",NNG04AC83P,GSFC - Goddard Space Flight Center,,MD,'01',9/3/2004,10/22/2004,Non-Profit Institutions - Nonprofit Organization,"Purchase Order, Firm Fixed Price","12,312","14,682","14,682",531120,N/A,N/A,conference support
"ASPEN INSTITUTE [QUEENSTOWN,MARYLAND]",NNG05AH18P,GSFC - Goddard Space Flight Center,,MD,'01',1/10/2005,1/19/2005,Non-Profit Institutions - Nonprofit Organization,"Purchase Order, Firm Fixed Price","4,422","4,422","4,422",531120,N/A,N/A,conference retreat support for code 200 retreat (12 participants)
"ASPEN INSTITUTE [QUEENSTOWN,MARYLAND]",NNG05AJ33P,GSFC - Goddard Space Flight Center,,MD,'01',9/14/2005,10/27/2005,"Educational - Educational Institution, Nonprofit Organization","Purchase Order, Firm Fixed Price","8,800","10,038","10,038",[None Indicated],N/A,N/A,"CODE 200 MODBOD RETREAT - 22 ATTENDEES: CONF. PKG. 22 @ $315.0/DAY; AND 22 @ $85.00/DAY - TO BE HELD OCT. 26-27, 2005."
"ASPEN INSTITUTE [QUEENSTOWN,MARYLAND]",NNG05CC70P,GSFC - Goddard Space Flight Center,Queenstown,MD,'01',3/30/2005,4/19/2005,Non-Profit Institutions - Nonprofit Organization,"Purchase Order, Firm Fixed Price","6,660","6,660","6,660",[None Indicated],N/A,N/A,RENTAL OF SPACE TO ACCOMMODATE MEETING
"ASPEN INSTITUTE [QUEENSTOWN,MARYLAND]",NNL04AK69P,LaRC - Langley Research Center,Queenstown,MD,'01',9/13/2004,3/11/2005,Non-Profit Institutions - Nonprofit Organization,"Purchase Order, Firm Fixed Price",0,"8,500","8,500",[None Indicated],N/A,N/A,EXECUTIVE SEMINAR
"ASPEN TECHNOLOGY INCORPORATED [CAMBRIDGE,MASSACHUSETTS]",NNJ04JA12P,JSC - Johnson Space Flight Center,Lawrence Township,NJ,'12',10/17/2003,11/1/2004,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price",0,"34,629","34,629",541512,N/A,N/A,CUSTOMER MODELER AND 13-MONTHS OF TECHNICAL SUPPOR T AND UPGRADES
"ASPEN TECHNOLOGY INCORPORATED [CAMBRIDGE,MASSACHUSETTS]",NNJ04JK93P,JSC - Johnson Space Flight Center,Cambridge,MA,'08',9/14/2004,9/14/2005,Other Than Small Business - [No Vendor Indicators Found],"Purchase Order, Firm Fixed Price",0,"31,366","31,366",541512,N/A,N/A,DESIGN SIMULATION & OPTIMIZATION BUNDLE CONSISTING OF: ASPEN CUSTOMER MODELER
"ASR DATA ACQUISTION AND ANALYSIS L L C [CEDAR PARK,TEXAS]",NNH05PR01P,HQ - Headquarters Acquisition Division,Cedar Park,TX,'31',9/20/2005,10/7/2005,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price","3,211","3,211","3,211",[None Indicated],N/A,N/A,SMART FORENSIC SOFTWARE PACKAGE; SHIPPING
"ASRC AEROSPACE CORP [GREENBELT,MARYLAND]",NNC04CB08C,GRC - Glenn Research Center,GREENBELT,MD,'05',2/17/2005,8/2/2012,"Government - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, Tribal Government","Definitive Contract, Cost Plus Fixed Fee","300,000","439,131","439,131",541710,N/A,N/A,LINNELL @ARC
"ASRC AEROSPACE CORP [GREENBELT,MARYLAND]",NNG05HR52P,GSFC - Goddard Space Flight Center,Greenbelt,MD,'05',12/2/2004,12/30/2004,"Government - Minority Owned, SBA Certified 8A Program Participant, Small Business, Tribal Government","Purchase Order, Firm Fixed Price","15,000","15,000","15,000",[None Indicated],N/A,N/A,TOF measuring device
"ASRC AEROSPACE CORP [GREENBELT,MARYLAND]",NNK05OA47C,KSC - Kennedy Space Flight Center,,FL,'24',4/27/2005,4/4/2006,"Government - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, Tribal Government","Definitive Contract, Cost Plus Fixed Fee","281,474","281,474","281,474",541710,N/A,N/A,R&D Next Generation Wiring Materials
"ASRC MANAGEMENT SERVICES INCORPORATED [ANCHORAGE,ALASKA]",NNL05AA02B,LaRC - Langley Research Center,[N/A for IDVs],,'NA',8/12/2005,[None Indicated],", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Indefinite Delivery Contract, Cost Plus Fixed Fee",0,0,0,611430,N/A,N/A,NASA INTEGRATED LEARNING AND DEVELOPMENT PROGRAM
"ASRC MANAGEMENT SERVICES INCORPORATED [ANCHORAGE,ALASKA]",NNL05AC93T,LaRC - Langley Research Center,,AK,'00',8/12/2005,4/30/2011,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Fixed Fee","1,378,969","18,933,150","18,933,150",611430,N/A,N/A,"nasa integrated learning and development program clin 0001, program op-- MOD NUMBERS WILL NOT RUN SEQUENTIAL"
"ASRC MANAGEMENT SERVICES INCORPORATED [ANCHORAGE,ALASKA]",NNL05AC94T,LaRC - Langley Research Center,Anchorage,AK,'00',8/12/2005,8/31/2010,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business, Small Disadvantaged Business","Delivery Order, Cost Plus Fixed Fee",0,0,"5,393,924",611430,N/A,N/A,CLIN 2 -- SERVICES-- MOD NUMBERS WILL NOT RUN SEQUENTIAL
"ASRC MANAGEMENT SERVICES INCORPORATED [ANCHORAGE,ALASKA]",NNL05AC95T,LaRC - Langley Research Center,ANCHORAGE,AK,'00',8/12/2005,4/30/2011,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Fixed Fee","70,000","508,905","3,700,000",611430,N/A,N/A,NASA INTEGRATED LEARNING AND DEVELOPMENT PROGRAM C LIN 0003 MOD NUMBERS WILL NOT RUN SEQUENTIALLY
"ASRC MANAGEMENT SERVICES INCORPORATED [ANCHORAGE,ALASKA]",NNL05AC96T,LaRC - Langley Research Center,ANCHORAGE,AK,'00',8/12/2005,4/30/2011,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Fixed Fee",0,"696,965","2,100,000",611430,N/A,N/A,CLIN 4  -- MISCELLANEOUS SERVICES --  MODS WILL NOT BE SEQUENTIAL
"ASRC MANAGEMENT SERVICES INCORPORATED [ANCHORAGE,ALASKA]",NNL05AD10T,LaRC - Langley Research Center,,AK,'00',9/22/2005,10/5/2007,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business, Small Disadvantaged Business","Delivery Order, Cost Plus Fixed Fee","160,340","1,099,282","1,099,282",611430,N/A,N/A,TEACHING SCIENCE AND TECHNOLOGY COURSES FOR INTEGRATED LEARNING AND DEVELOPMENT PROGRAM
"ASRC MANAGEMENT SERVICES INCORPORATED [ANCHORAGE,ALASKA]",NNL05AD11T,LaRC - Langley Research Center,,AK,'00',9/26/2005,8/31/2007,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business, Small Disadvantaged Business","Delivery Order, Cost Plus Fixed Fee","86,126","538,382","538,382",611430,N/A,N/A,SYSTEM ENGINEERING FUNDAMENTALS COURSES FOR INTEGRATED LEARNING AND DEVELOPMENT PROGRAM
"ASRC MANAGEMENT SERVICES INCORPORATED [ANCHORAGE,ALASKA]",NNL05AD12T,LaRC - Langley Research Center,,AK,'00',9/26/2005,8/31/2007,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business, Small Disadvantaged Business","Delivery Order, Cost Plus Fixed Fee","24,636","335,782","335,782",611430,N/A,N/A,INTEGRATED LEARNING AND DEVELOPMENT PROGRAM
"ASRCA NASA CASI [GREENBELT,MARYLAND]",NNG05CY33P,GSFC - Goddard Space Flight Center,Greenbelt,MD,'05',10/29/2004,11/26/2004,"Government - Minority Owned, SBA Certified 8A Program Participant, Small Business, Tribal Government","Purchase Order, Firm Fixed Price","23,210","23,210","23,210",[None Indicated],N/A,N/A,COMPUTER EQUIPMENT
"ASSISTANCE AUDIO [SALT LAKE CITY,UTAH]",NNL04AK54P,LaRC - Langley Research Center,SALT LAKE CITY,UT,'02',9/22/2004,11/18/2005,", Small Business ONLY - Small Business","Purchase Order, Firm Fixed Price",0,"5,998","5,998",[None Indicated],N/A,N/A,COMPRESSION DRIVERS
"ASSN UNIV RESEARCH ASTRONOMY [BALTIMORE,MARYLAND]",GSFC0200307DNAS503092,GSFC - Goddard Space Flight Center,UNITED STATES,MD,'NA',7/15/2003,6/15/2011,Non-Profit Institutions - Nonprofit Organization,"Definitive Contract, Cost Plus Fixed Fee",0,"4,207,013",0,541710,N/A,N/A,
"ASSN UNIV RESEARCH ASTRONOMY [BALTIMORE,MARYLAND]",NAG513063,GSFC - Goddard Space Flight Center,,MD,'07',3/12/2003,1/14/2006,Non-Profit Institutions - Nonprofit Organization,Grant,"110,159","214,111","214,111",[None Indicated],N/A,N/A,STRUCTURE AND DYNAMICS OF LOCAL AND INTERMEDIATE R EDSHIFT DISKS
"ASSN UNIV RESEARCH ASTRONOMY [BALTIMORE,MARYLAND]",NAG513130,GSFC - Goddard Space Flight Center,,MD,'07',3/18/2003,3/14/2007,Non-Profit Institutions - Nonprofit Organization,Grant,"112,000","336,000","336,000",[None Indicated],N/A,N/A,PHOTOMETRIC SERACH FOR JOVIAN PLANETS TRANSITING V ERY BRIGHT STARS
"ASSN UNIV RESEARCH ASTRONOMY [BALTIMORE,MARYLAND]",NAG57584,GSFC - Goddard Space Flight Center,,MD,'07',8/11/1998,3/31/2005,Non-Profit Institutions - Nonprofit Organization,Grant,"3,155,721","3,825,221","3,990,221",[None Indicated],N/A,N/A,MULTI-MISSION UV/OPTICAL DATA ARCHIVE CENTER
"ASSN UNIV RESEARCH ASTRONOMY [BALTIMORE,MARYLAND]",NAG59173,GSFC - Goddard Space Flight Center,,MD,'07',3/9/2000,2/28/2007,Non-Profit Institutions - Nonprofit Organization,Grant,"320,779","408,615","408,615",[None Indicated],N/A,N/A,THE EVOLUTION OF STARBURSTS: SYNCHRONIZATION OR PROPAGATION? (LTSA 99)
"ASSN UNIV RESEARCH ASTRONOMY [BALTIMORE,MARYLAND]",NNG04GD08G,GSFC - Goddard Space Flight Center,,MD,'07',2/5/2004,2/14/2007,Non-Profit Institutions - Nonprofit Organization,Grant,0,"18,000","18,000",[None Indicated],N/A,N/A,MULTI-WAVELENGTH STUDIES OF SYMBIOTIC STARS IN OUTBURST
"ASSN UNIV RESEARCH ASTRONOMY [BALTIMORE,MARYLAND]",NNG04GH19G,GSFC - Goddard Space Flight Center,,MD,'07',4/8/2004,4/14/2006,Non-Profit Institutions - Nonprofit Organization,Grant,0,"18,200","18,200",[None Indicated],N/A,N/A,"D/H & O/H WITHIN 500 PC OF THE SUN CONNECTING RESULTS FROM FUSE, COPERNICUS, AND IMAPS"
"ASSN UNIV RESEARCH ASTRONOMY [BALTIMORE,MARYLAND]",NNG04GJ30G,GSFC - Goddard Space Flight Center,,MD,'07',5/6/2004,4/30/2006,Non-Profit Institutions - Nonprofit Organization,Grant,0,"19,919","19,919",[None Indicated],N/A,N/A,SNAPSHOT SURVEY OF ANGS/QSOS FOR IGM.
"ASSN UNIV RESEARCH ASTRONOMY [BALTIMORE,MARYLAND]",NNG04GL15G,GSFC - Goddard Space Flight Center,,MD,'07',6/1/2004,5/31/2006,Non-Profit Institutions - Nonprofit Organization,Grant,0,"10,000","10,000",[None Indicated],N/A,N/A,THE STELLAR IMAGER VISION MISSIONS PROPOSAL
"ASSN UNIV RESEARCH ASTRONOMY [BALTIMORE,MARYLAND]",NNG04GL18G,GSFC - Goddard Space Flight Center,,MD,'07',6/1/2004,5/31/2006,Non-Profit Institutions - Nonprofit Organization,Grant,0,"19,200","19,200",[None Indicated],N/A,N/A,PHASE RESLOVED SPECTROSCOPY POLARS
"ASSN UNIV RESEARCH ASTRONOMY [WASHINGTON,DISTRICT OF COLUMBIA]",NNG04GR04G,GSFC - Goddard Space Flight Center,,AZ,'07',9/23/2004,8/31/2006,Non-Profit Institutions - Nonprofit Organization,Grant,0,"58,200","58,200",[None Indicated],N/A,N/A,"SEARCH FOR WAM INFARED EXCESS AROUND STARS WITH HIPPARCOS,IRAS PSC& FSC, MSX, AND 2 MASS"
"ASSOC FOR RETARDED CITIZENS-LONG BE [LONG BEACH,CALIFORNIA]",NNJ05JF96P,JSC - Johnson Space Flight Center,,CA,'37',4/29/2005,5/18/2005,Non-Profit Institutions - Nonprofit Organization,"Purchase Order, Firm Fixed Price","17,460","17,460","17,460",[None Indicated],N/A,N/A,SPACE FLIGHT AWARENESS PIN CARD SETS
"ASSOC UNIV RESEARCH ASTRONOMY [BALTIMORE,MARYLAND]",GSFC0198106DNAS526555,GSFC - Goddard Space Flight Center,BALTIMORE,MD,'07',9/15/1987,6/30/2021,Non-Profit Institutions - Nonprofit Organization,"Definitive Contract, Cost Plus Incentive Fee","54,507,017","2,105,905,257","2,183,671,583",333314,RFP5-18349,N/A,"THE PRIMARY ACTIVITIES COVERED BY THIS EFFORT INCLUDE THE FINAL SERVICING MISSION AND SUBSEQUENT OPERATIONS THROUGH END-OF-MISSION. THESE ACTIVITIES INCLUDE: A. SCIENCE PROGRAM IMPLEMENTATION INCLUDING: MISSION PLANNING SUPPORT, SCIENCE PROGRAM DEFINITION SUPPORT, MANAGEMENT OF THE PROPOSAL SELECTION, TIME ALLOCATION, AND GRANT AWARD COMMITTEE PROCESSES, AND SCIENCE COMMUNITY OUTREACH. B. ROUTINE SCIENCE OPERATIONS INCLUDING: PROPOSAL GENERATION AND RECEIPT, OBSERVATION PLANNING AND SCHEDULING, UPDATING INSTRUMENT HANDBOOKS, OBSERVING AND USER SUPPORT, DATA PROCESSING AND PRODUCT GENERATION, ARCHIVAL AND DATA DISTRIBUTION SERVICES, CALIBRATION ASSISTANCE AND DATA ANALYSIS, ANOMALY INVESTIGATION SUPPORT, USER GRANT ADMINISTRATION, OBSERVER ASSISTANCE AND ENGINEERING OPERATIONS SUPPORT. C. GROUND SYSTEM SUSTAINING ENGINEERING INCLUDING: SCIENCE OPERATION SYSTEM MAINTENANCE, INFRASTRUCTURE ADMINISTRATION AND SUPPORT, AND DOCUMENTATION MAINTENANCE D. SERVICING MISSION SUPPORT INCLUDING: PREPARATION AND EXECUTION OF THE OBSERVATORY VERIFICATION PROGRAM, INSTRUMENT DEVELOPMENT SUPPORT, AND OPTICAL ALIGNMENT TESTING SUPPORT E. GENERATION OF PERFORMANCE, SCIENCE RETURN, AND OTHER PERTINENT INFORMATIONAL REPORTS TO THE HSTP F. ASTRONOMICAL COMMUNITY AND GENERAL PUBLIC/EDUCATIONAL OUTREACH G. SPECIAL PROJECTS INCLUDING ORIGINS FORUM AND INDEPENDENT RESEARCH THIS CONTRACT INCLUDES AN ADDITIONAL TWO-YEAR PERIOD AFTER THE END OF HST''S SCIENCE-MISSION.  THIS EXTRA TIME FOLLOWING THE CESSATION OF SCIENTIFIC OBSERVATIONS IS FOR TWO YEARS OF FOLLOW-ON ARCHIVAL RESEARCH. DURING THE FINAL TWO YEARS OF THE CONTRACT, ARCHIVAL OPERATIONS AND MAINTENANCE, AN ARCHIVAL RESEARCH PROPOSAL SELECTION PROCESS AND ASSOCIATED GRANT ADMINISTRATION, AND A PUBLIC OUTREACH PROGRAM WILL CONTINUE. DATA ANALYSIS SOFTWARE WILL ALSO BE MAINTAINED BUT AT A LOWER LEVEL OF SUPPORT SUCH THAT ONLY MODEST ENHANCEMENTS MAY STILL BE MADE.  CONTINUING SUPPORT WILL ALSO INCLUDE THE COORDINATION OF DATA ANALYSIS SOFTWARE THAT IS PRODUCED BY THE ASTRONOMICAL COMMUNITY.  ORIG PSC AR20"
"ASSOCIATED BUSINESS PUBLICATIONS INCORPORATED [NEW YORK,NEW YORK]",NCC5677,GSFC - Goddard Space Flight Center,,NY,'14',1/7/2003,12/14/2008,", Small Business ONLY - [No Vendor Indicators Found]",Cooperative Agreement,"900,000","1,500,000","1,500,000",[None Indicated],N/A,N/A,DEVELOPMENT OF NASA TECH BRIEFS PUBLICATION MATERIALS
"ASSOCIATION [TUCSON,ARIZONA]",NAG511703,GSFC - Goddard Space Flight Center,Tucson,AZ,'07',2/6/2002,2/14/2005,Non-Profit Institutions - Nonprofit Organization,Grant,0,"125,000","368,000",[None Indicated],N/A,N/A,GLOCAL HELIOSEISMOLOGY
"ASSOCIATION [BALTIMORE,MARYLAND]",NAG513127,GSFC - Goddard Space Flight Center,,MD,'07',3/17/2003,3/14/2008,Non-Profit Institutions - Nonprofit Organization,Grant,"61,000","183,000","183,000",[None Indicated],N/A,N/A,PHYSICAL STUDIES OF BROWN DWARFS AND EXTRASOLAR PLANETS
"ASSOCIATION [BALTIMORE,MARYLAND]",NNA04CA72C,ARC - Ames Research Center,BALTIMORE,MD,'07',11/3/2003,5/13/2005,Non-Profit Institutions - Nonprofit Organization,"Definitive Contract, Cost Plus Fixed Fee","256,450","467,392","467,392",541710,N/A,N/A,DEVELOPMENT OF DATA PROCESSING & ARCHIVING SOFTWAR E SYSTEMS FOR KEPLER PHASE B.
"ASSOCIATION [BALTIMORE,MARYLAND]",NNG04GD00G,GSFC - Goddard Space Flight Center,,MD,'07',2/2/2004,1/31/2008,Non-Profit Institutions - Nonprofit Organization,Grant,0,"53,400","53,400",[None Indicated],N/A,N/A,HIGH VELOCITY OVI EMISSION IN THE MAGELLANIC STREAM AND COMPLEX C
"ASSOCIATION [BALTIMORE,MARYLAND]",NNG04GG50G,GSFC - Goddard Space Flight Center,,MD,'07',3/25/2004,3/31/2008,Non-Profit Institutions - Nonprofit Organization,Grant,"59,000","177,000","177,000",[None Indicated],N/A,N/A,PROPERTIES OF PLANET FROMING PROTOSTELLAR DISK.
"ASSOCIATION [BALTIMORE,MARYLAND]",NNG04GH35G,GSFC - Goddard Space Flight Center,BALTIMORE,MD,'07',4/8/2004,4/14/2005,Non-Profit Institutions - Nonprofit Organization,Grant,0,"51,845","51,955",[None Indicated],N/A,N/A,MONITORING THE INTRINSIC ABSORPTION COMPLEX TOWARD RXJ123.+0115.
"ASSOCIATION [BALTIMORE,MARYLAND]",NNG04GH97G,GSFC - Goddard Space Flight Center,,MD,'07',5/6/2004,5/14/2008,Non-Profit Institutions - Nonprofit Organization,Grant,0,"22,000","22,000",[None Indicated],N/A,N/A,DEUTERIUM ABUNDANCE MEASURMENTS BEYOND THE LOCAL BUBBLE.
"ASSOCIATION [WASHINGTON,DISTRICT OF COLUMBIA]",NNG04GN83G,GSFC - Goddard Space Flight Center,Tucson,AZ,'07',7/20/2004,7/31/2005,Non-Profit Institutions - Nonprofit Organization,Grant,0,"5,000","5,000",[None Indicated],N/A,N/A,PARTIAL SUPPORT OF THE ANNUAL CONFERENCE ON THE ASTRONOMICAL DATA SOFTWARE & SYSTEMS
"ASSOCIATION [BALTIMORE,MARYLAND]",NNG04GQ38G,GSFC - Goddard Space Flight Center,,MD,'07',9/24/2004,9/14/2007,Non-Profit Institutions - Nonprofit Organization,Grant,0,"65,000","65,000",[None Indicated],N/A,N/A,AN INTENSIVE STUDY OF THE SWARF NOVA SYSTEM VW HYI THE RESPONSE TO OUTBURST
"ASSOCIATION [BALTIMORE,MARYLAND]",NNG04GR37G,GSFC - Goddard Space Flight Center,,MD,'07',9/24/2004,9/14/2008,Non-Profit Institutions - Nonprofit Organization,Grant,"59,102","111,102","111,102",[None Indicated],N/A,N/A,THE BARYONIC STRUCTURE PROBE: CHARACTERIZING THE COSMIC WEB OF MATTER THROUGH ULTRAVIOLET
"ASSOCIATION FOR COMPUTING MACHINERY INCORPORATED [NEW YORK,NEW YORK]",NNJ05JB68P,JSC - Johnson Space Flight Center,New York,NY,'14',12/2/2004,12/31/2005,Non-Profit Institutions - Nonprofit Organization,"Purchase Order, Firm Fixed Price","9,880","9,880","9,880",[None Indicated],N/A,N/A,Renewal of electronic subscriptions from the ACM
"ASSOCIATION FOR FACILITIES ENGINEERING [CINCINNATI,OHIO]",NNH05PS76P,HQ - Headquarters Acquisition Division,Cincinnati,OH,'02',8/11/2005,4/30/2006,Non-Profit Institutions - Nonprofit Organization,"Purchase Order, Firm Fixed Price","4,000","4,000","4,000",[None Indicated],N/A,N/A,MEMBERSHIP FOR THE ASSOCIATION FOR FACILITIES ENGINEERING
"ASSOCIATION FOR MEDIA BASED CONTINUING EDUCATION FOR ENGINEE [TUCSON,ARIZONA]",NNG05TW98P,GSFC - Goddard Space Flight Center,Tucson,AZ,'07',8/19/2005,8/24/2005,"Educational - Educational Institution, Nonprofit Organization","Purchase Order, Firm Fixed Price","21,208","21,208","21,208",[None Indicated],N/A,N/A,LEARNING CENTER COURSES AND SOFTWARE TO UPGRADE CURRENT CLASSES AND SERVICES. DATABASE SYSTEMS# CSE-265-UCO 1 SET OF NOTES APPLIED NETWORK SECURITY# CSE-762-UCO INTRODUCTION TO OPTICAL ELECTRONICS #CSE-245-UCO INTRODUCTION TO FOURIER OPTICS #OPT-577-UAZ ENGINEERING STATISTICS #MAT-831-MTU
"ASSOCIATION FOR RETARDED CITIZ [HAMPTON,VIRGINIA]",LARC0200112BL15689,LaRC - Langley Research Center,HAMPTON,VA,'01',12/15/2001,8/25/2005,Non-Profit Institutions - Sheltered Workshop,"Purchase Order, Firm Fixed Price","-5,385","71,615",0,492210,N/A,N/A,
"ASSOCIATION OF UNIVERSITIES FOR RESEARCH IN ASTRONOMY INC [WASHINGTON,DISTRICT OF COLUMBIA]",NNA04CK77G,ARC - Ames Research Center,,AZ,'03',8/30/2004,5/31/2013,"Non-Profit Institutions - Corporate Entity Tax Exempt, Nonprofit Organization",Grant,"82,019","651,550","651,550",[None Indicated],AC#00-OSS-02,N/A,"PHOTOMETRIC SURVEY OF THE KEPLER TARGET REGION IN RESPONSE TO AO #00-OSS-02, KEPLER DISCOVERY PROGRAM."
"ASSOCIATION OF UNIVERSITIES FOR RESEARCH IN ASTRONOMY INC [BALTIMORE,MARYLAND]",NNA05CR23C,ARC - Ames Research Center,,MD,'07',8/4/2005,5/11/2009,Non-Profit Institutions - Nonprofit Organization,"Definitive Contract, Cost Plus Fixed Fee","723,684","5,141,089","5,141,089",541710,N/A,N/A,Kepler Data Management Center (Phase C/D)
"ASSOCIATION OF UNIVERSITIES FOR RESEARCH IN ASTRONOMY INCORPORATED [BALTIMORE,MARYLAND]",NAG510115,GSFC - Goddard Space Flight Center,Baltimore,MD,'07',11/28/2000,11/30/2004,Non-Profit Institutions - Nonprofit Organization,Grant,0,"48,100","48,100",[None Indicated],N/A,N/A,ARE THERE HOT GAS HALOES IN ELLIPTICAL GALAXIES WITH LARGE-SCALE DUST LANES?
"ASSOCIATION OF UNIVERSITIES FOR RESEARCH IN ASTRONOMY INCORPORATED [BALTIMORE,MARYLAND]",NAG510732,GSFC - Goddard Space Flight Center,Baltimore,MD,'07',4/11/2001,4/14/2005,Non-Profit Institutions - Nonprofit Organization,Grant,0,"120,000","120,000",[None Indicated],N/A,N/A,PROPERTIES OF PLANET-FORMING PROTOSTELLAR DISKS
"ASSOCIATION OF UNIVERSITIES FOR RESEARCH IN ASTRONOMY INCORPORATED [BALTIMORE,MARYLAND]",NAG511885,GSFC - Goddard Space Flight Center,Baltimore,MD,'07',3/27/2002,3/31/2005,Non-Profit Institutions - Nonprofit Organization,Grant,0,"48,100","48,100",[None Indicated],N/A,N/A,WHY DO SOME DWARF NOVAE STAND STILL?
"ASSOCIATION OF UNIVERSITIES FOR RESEARCH IN ASTRONOMY INCORPORATED [BALTIMORE,MARYLAND]",NAG512278,GSFC - Goddard Space Flight Center,Baltimore,MD,'07',6/27/2002,6/30/2005,Non-Profit Institutions - Nonprofit Organization,Grant,0,"73,300","73,300",[None Indicated],N/A,N/A,HOW DOES ABUNDANCE AFFECT THE STRENGTH OF UV EMISSION IN ELLIPTICAL GALAXIES?
"ASSOCIATION OF UNIVERSITIES FOR RESEARCH IN ASTRONOMY INCORPORATED [BALTIMORE,MARYLAND]",NAG512293,GSFC - Goddard Space Flight Center,Baltimore,MD,'07',6/13/2002,6/14/2005,Non-Profit Institutions - Nonprofit Organization,Grant,0,"33,100","33,100",[None Indicated],N/A,N/A,TIME-RESOLVED SPECTROSCOPY OF HIGH FIELD POLARS
"ASSOCIATION OF UNIVERSITIES FOR RESEARCH IN ASTRONOMY INCORPORATED [BALTIMORE,MARYLAND]",NAG512413,GSFC - Goddard Space Flight Center,Baltimore,MD,'07',8/6/2002,8/14/2005,Non-Profit Institutions - Nonprofit Organization,Grant,0,"30,200","30,200",[None Indicated],N/A,N/A,TIME-RESOLVED SPRECTOSCOPY OF ECLIPSING POLARS
