Contractor,Contract Number,NASA Center,Place of Performance City,Place of Performance State,Place of Performance District,Award Date,Completion Date,Contractor Type,Award Type,Current FY Obligations,Total Obligations,Total Award Value,NAICS Code,Solicitation ID,Solicitation POC,Description of Work
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E002T,GRC - Glenn Research Center,,OH,'16',7/25/2006,8/31/2011,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",-428,"57,903","119,278",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC  SERVICES 2-(GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E004T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,3/7/2018,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"2,865,697","3,083,505",541710,N/A,N/A,GLEEN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E007T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,3/7/2018,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"1,389,586","1,413,889",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E008T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,3/3/2011,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"385,262","385,262",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E009T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,2/9/2009,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"275,548","275,548",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E011T,GRC - Glenn Research Center,CLEVELAND,OH,'16',9/1/2006,5/31/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"190,000","193,356",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E012T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,9/11/2009,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"468,797","468,797",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E015T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,8/31/2011,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"415,653","604,576",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E017T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,3/7/2018,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"1,196,652","1,201,447",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E020T,GRC - Glenn Research Center,,OH,'16',7/25/2006,8/31/2011,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"776,101","841,620",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E021T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,2/28/2018,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"510,807","514,834",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E023T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,3/8/2018,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"691,912","699,487",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E024T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,2/28/2018,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"1,721,626","1,741,225",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E025T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,1/4/2010,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"225,531","225,531",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E026T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,3/6/2018,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"2,726,418","2,748,146",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E027T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,8/9/2007,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"100,158","100,158",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E028T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,12/18/2008,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"166,307","166,307",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E029T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,3/3/2011,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"590,586","590,586",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E031T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,3/1/2018,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"653,385","664,900",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E034T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,3/6/2018,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"1,564,143","1,568,402",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E035T,GRC - Glenn Research Center,GREENBELT,MD,'05',7/25/2006,8/31/2011,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"336,786","336,786",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E036T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,3/7/2018,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"792,406","798,712",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E037T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,3/8/2018,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"5,357,818","5,448,468",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E039T,GRC - Glenn Research Center,,OH,'16',7/25/2006,8/31/2011,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"601,077","620,335",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E040T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,8/8/2008,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"168,843","168,843",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E043T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,8/31/2011,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"740,648","834,373",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E045T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,2/29/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"542,684","542,684",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E046T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,3/8/2018,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"3,372,468","3,383,869",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E047T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,5/7/2018,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"4,062,226","4,110,433",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E048T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,5/31/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"1,556,317","1,657,699",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E049T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,7/27/2007,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"24,000","24,000",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E051T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,3/4/2011,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"419,276","419,276",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E052T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,5/30/2007,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"15,843","15,843",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E053T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,9/12/2017,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"581,651","583,106",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E054T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,11/6/2009,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"199,255","199,255",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E055T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,5/7/2018,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"1,570,970","1,571,384",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E056T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,2/29/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"1,136,452","1,241,510",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E057T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,3/4/2011,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"225,502","225,502",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E058T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,5/7/2018,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"833,465","843,624",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E059T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,3/4/2011,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"159,189","159,189",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E061T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,5/7/2018,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"2,087,193","2,106,530",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E062T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,5/11/2007,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"126,276","126,276",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E064T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,8/31/2011,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"301,076","403,451",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E066T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,8/31/2011,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"700,024","735,708",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E068T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,2/29/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"498,376","498,376",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E069T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,8/31/2011,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"417,757","502,522",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E070T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,2/19/2008,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"119,854","119,854",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
"A S R C AEROSPACE CORPORATION [GREENBELT,MARYLAND]",NNC06E071T,GRC - Glenn Research Center,CLEVELAND,OH,'16',7/25/2006,5/31/2012,", Small Disadvantaged Business, 8(A) Program, Small Business - Minority Owned, Native American Owned Business, SBA Certified 8A Program Participant, SBA Certified Small Disadvantaged Business, Self Certified Small Disadvantaged Business","Delivery Order, Cost Plus Award Fee",0,"1,581,896","1,593,779",541710,N/A,N/A,GLENN ENGINEERING & SCIENTIFIC SERVICES - 2 (GESS-2) A PERFORMANCE BASED IDIQ TASK ORDER CONTRACT
