NASA Headquarters (HQ),Near Earth Autonomy Inc.,Nonreimbursable Space Act Agreement between Near EarthAutonomy and the National Aeronautics and SpaceAdministration Ames Research Center for Unmanned AerialSystems Traffic Management,3/21/2016,3/21/2021,100162
NASA Headquarters (HQ),Modern Technology Solutions Inc.,Nonreimbursable Space Act Agreement between ModernTechnology Solutions Inc. and the National Aeronautics andSpace Administration Ames Research Center for UnmannedAerial Systems Traffic Management,3/21/2016,3/21/2021,267927
NASA Headquarters (HQ),KDC TechSolutions International LLC,Nonreimbursable Space Act Agreement between KDCTechSolutions International LLC and the National Aeronauticsand Space Administration Ames Research Center forUnmanned Aerial Systems Traffic Management,2/25/2016,2/25/2021,100162
NASA Headquarters (HQ),Harris Corporation,Nonreimbursable Space Act Agreement between HarrisCorporation and the National Aeronautics and SpaceAdministration Ames Research Center for Unmanned AerialSystems Traffic Management,2/25/2016,2/25/2021,267927
NASA Headquarters (HQ),PEMDAS Technologies and Innovations,Nonreimbursable Space Act Agreement between PEMDASTechnologies and Innovations and the National Aeronauticsand Space Administration Ames Research Center forUnmanned Aerial Systems Traffic Management,2/25/2016,2/25/2021,100162
NASA Headquarters (HQ),Drone Co-Habitation Services LLC,Nonreimbursable Space Act Agreement between Drone Co-Habitation Services LLC and the National Aeronautics andSpace Administration Ames Research Center for UnmannedAerial Systems Traffic Management,2/25/2016,2/25/2021,267927
NASA Headquarters (HQ),Aviation Management Inc. LLC,Nonreimbursable Space Act Agreement between AviationManagement Inc. LLC and the National Aeronautics andSpace Administration Ames Research Center for UnmannedAerial Systems Traffic Management,2/25/2016,2/25/2021,267927
NASA Headquarters (HQ),Air Route Optimizer Inc.,Nonreimbursable Space Act Agreement between Air RouteOptimizer Inc. and the National Aeronautics and SpaceAdministration Ames Research Center for Unmanned AerialSystems Traffic Management,2/25/2016,2/25/2021,100162
NASA Headquarters (HQ),Luftronix Inc.,Nonreimbursable Space Act Agreement between Luftronix Inc.and the National Aeronautics and Space Administration AmesResearch Center for Unmanned Aerial Systems TrafficManagement,2/25/2016,2/25/2021,100162
NASA Headquarters (HQ),R Cubed Engineering LLC,Nonreimbursable Space Act Agreement between R CubedEngineering LLC and the National Aeronautics and SpaceAdministration Ames Research Center for Unmanned AerialSystems Traffic Management,2/25/2016,2/25/2021,100162
NASA Headquarters (HQ),Qualcomm Technologies Inc.,Nonreimbursable Space Act Agreement between QualcommTechnologies Inc. and the National Aeronautics and SpaceAdministration Ames Research Center to Explore HowCommunications and Surveillance Technologies Could SupportUnmanned Aerial Systems (UAS) Traffic Management (UTM),3/1/2016,3/1/2021,230608
NASA Headquarters (HQ),University of Massachusetts Amherst,Nonreimbursable Space Act Agreement between the NationalAeronautics and Space Administration Ames Research Centerand University of Massachusetts Amherst for CollaborationRelated to Software Intensive and Network/Cloud-EnabledAdvanced Cockpit Design and Operations,2/25/2016,2/25/2021,1233475
NASA Headquarters (HQ),Matternet Inc.,Nonreimbursable Space Act Agreement between Matternet Incand the National Aeronautics and Space Administration AmesResearch Center for Unmanned Aerial Systems TrafficManagement,2/16/2016,2/16/2021,267927
NASA Headquarters (HQ),Fovea Aero Systems LLC,Nonreimbursable Space Act Agreement between Fovea AeroSystems LLC and the National Aeronautics and SpaceAdministration Ames Research Center for Unmanned AerialSystems Traffic Management,2/16/2016,2/16/2021,267927
NASA Headquarters (HQ),uAvionix Inc.,Nonreimbursable Space Act Agreement between uAvionix Incand the National Aeronautics and Space Administration AmesResearch Center for Unmanned Aerial Systems TrafficManagement,2/16/2016,2/16/2021,267927
NASA Headquarters (HQ),Bye UAS Inc DBA Silent Falcon UASTechnologies,Nonreimbursable Space Act Agreement between Bye UAS IncDBA Silent Falcon UAS Technologies and the NationalAeronautics and Space Administration Ames Research Centerfor Unmanned Aerial Systems Traffic Management,2/2/2016,2/2/2021,267927
NASA Headquarters (HQ),GreenSight Agronomics,Nonreimbursable Space Act Agreement between GreenSightAgronomics and the National Aeronautics and SpaceAdministration Ames Research Center for Unmanned AerialSystems Traffic Management,2/2/2016,2/2/2021,100162
NASA Headquarters (HQ),Zero Gravity Solutions Inc,Reimbursable Space Act Agreement between the NationalAeronautics and Space Administration Ames Research Centerand Zero Gravity Solutions Inc. for Commercial Agriculture andNASA Applications,1/11/2016,1/11/2021,null
NASA Headquarters (HQ),Emerging Technologies Ventures Inc.,Nonreimbursable Space Act Agreement between EmergingTechnology Ventures Inc and the National Aeronautics andSpace Administration Ames Research Center for UnmannedAerial Systems Traffic Management,1/8/2016,1/8/2021,100162
NASA Headquarters (HQ),AirMap Inc.,Nonreimbursable Space Act Agreement between AirMap Inc.and the National Aeronautics and Space Administration AmesResearch Center for Unmanned Aerial Systems TrafficManagement,1/8/2016,1/8/2021,267927
NASA Headquarters (HQ),ANRA Technologies LLC,Nonreimbursable Space Act Agreement between ANRATechnologies LLC and the National Aeronautics and SpaceAdministration Ames Research Center for Unmanned AerialSystems Traffic Management,12/17/2015,12/17/2020,1000
NASA Headquarters (HQ),Intel Corporation,Nonreimbursable Space Act Agreement between IntelCorporation and the National Aeronautics and SpaceAdministration Ames Research Center for Unmanned AerialSystems Traffic Management,12/17/2015,12/17/2020,100162
NASA Headquarters (HQ),Aerotas,Nonreimbursable Space Act Agreement between Aerotas andthe National Aeronautics and Space Administration AmesResearch Center for Unmanned Aerial Systems TrafficManagement,12/17/2015,12/17/2020,100162
NASA Headquarters (HQ),United Launch Alliance,Reimbursable Umbrella Space Act Agreement between theNational Aeronautics and Space Administration AmesResearch Center and United Launch Alliance for Wind TunnelTesting,11/23/2015,11/23/2020,null
NASA Headquarters (HQ),Higher Ground LLC,Nonreimbursable Space Act Agreement between HigherGround LLC and the National Aeronautics and SpaceAdminstration Ames Research Center for Unmanned AerialSystems Traffic Management,10/27/2015,10/27/2020,267927
NASA Headquarters (HQ),NE3RD LLC,Nonreimbursable Space Act Agreement between NE3RD LLCand the National Aeronautics and Space Administration AmesResearch Center for Unmanned Aerial Systems TrafficManagement,8/19/2015,8/19/2020,260607
NASA Headquarters (HQ),American Aerospace Technologies Inc.,Nonreimbursable Space Act Agreement between AmericanAerospace Technologies Inc. and the National Aeronauticsand Space Administration Ames Research Center forUnmanned Aerial Systems Traffic Management,8/4/2015,8/4/2020,97506
NASA Headquarters (HQ),Cal Poly Corporation on behalf of CaliforniaPolytechnic State University San LuisObispo,Annex One to the Nonreimbursable Umbrella Space ActAgreement between Cal Poly Corporation on behalf ofCalifornia Polytechnic State University San Luis Obispo andthe National Aeronautics and Space Administration AmesResearch Center to Participate in Paid Fellowships with NASAARC Researchers,7/8/2015,7/8/2020,10000
NASA Headquarters (HQ),Cal Poly Corporation on behalf of CaliforniaPolytechnic State University San LuisObispo,Nonreimbursable Umbrella Space Act Agreement between CalPoly Corporation on behalf of California Polytechnic StateUniversity San Luis Obispo and the National Aeronautics andSpace Administration Ames Research Center to SupportTeacher Fellowships at NASA Centers,7/8/2015,7/8/2020,null
NASA Headquarters (HQ),Exelis Inc.,Nonreimbursable Space Act Agreement between Exelis Inc.and the National Aeronautics and Space Administration AmesResearch Center for Unmanned Aerial Systems TrafficManagement,7/14/2015,7/14/2020,260607
NASA Headquarters (HQ),Board of Regents Nevada System of HigherEducation OBO University of Nevada Reno,Nonreimbursable Space Act Agreement between Board ofRegents Nevada System of Higher Education OBO Universityof Nevada Reno and the National Aeronautics and SpaceAdministration Ames Research Center for Unmanned AerialSystems Traffic Management,7/15/2015,7/15/2020,260607
NASA Headquarters (HQ),Lockheed Martin Corporation - InformationSystems and Global Solutions,Nonreimbursable Space Act Agreement between LockheedMartin Corporation - Information Systems and Global Solutionsand the National Aeronautics and Space Administration AmesResearch Center for Unmanned Aerial Systems TrafficManagement,7/14/2015,7/14/2020,97506
NASA Headquarters (HQ),SkySpecs Inc.,Nonreimbursable Space Act Agreement between SkySpecsInc and the National Aeronautics and Space AdministrationAmes Research Center for Unmanned Aerial Systems TrafficManagement,7/8/2015,7/8/2020,260607
NASA Headquarters (HQ),Lone Star UAS Center of Excellence &Innovation at Texas A&M University- CorpusChristi,Nonreimbursable Space Act Agreement between Lone StarUAS Center of Excellence & Innovation (LSUASC) at TexasA&M University- Corpus Christi and the National Aeronauticsand Space Administration Ames Research Center forUnmanned Aerial Systems Traffic Management,7/8/2015,7/8/2020,21770
NASA Headquarters (HQ),National Center for Atmospheric Research,Memorandum of Agreement with University Corporation forAtmospheric Research Acting on Behalf of National Center forAtmospheric Research (NCAR) and NASA Ames ResearchCenter for Meteorological Product Support for Next-GenerationAir Transportation System (NGATS),8/15/2006,8/15/2021,null
NASA Headquarters (HQ),UNIVERSITY OF CINCINNATI,Nonreimbursable Umbrella Space Act Agreement betweenUniversity of Cincinnati and The National Aeronautics AndSpace Administration Ames Research Center for SpaceExploration Science and Engineering Research and StemInitiatives,11/6/2013,11/6/2023,null
NASA Headquarters (HQ),US Airways Inc.,Nonreimbursable Space Act Agreement Between US AirwaysInc. and The National Aeronautics And Space AdministrationAmes Research Center for Development of Airline RampManagement Decision Support Tool,4/23/2013,4/23/2021,null
NASA Headquarters (HQ),VIRGIN GALACTIC LLC,Reimbursable Umbrella Space Act Agreement between VirginGalactic and The National Aeronautics and SpaceAdministration Ames Research Center for Supporting theMaturation of Virgin Galactics Air-Launced Vehicle System,7/13/2012,6/30/2020,null
NASA Headquarters (HQ),Palo Alto Humane Society,Nonreimbursable Space Act Agreement between Palo AltoHumane Society and NASA Ames Research Center for AmesFeral Cat Management,9/22/2011,9/22/2021,null
NASA Headquarters (HQ),Lockheed Martin Aeronautics Company,Reimbursable Umbrella Space Act Agreement betweenLockheed Martin Aeronautics Company and NASA AmesResearch Center for Wind Tunnel Testing,7/12/2011,7/12/2021,null
NASA Headquarters (HQ),SETI Institute,Nonreimbursable Space Act Agreement between NASA AmesResearch Center and SETI Institute for Shared InformationExchange on Common Astrobiology Objectives,12/6/2005,12/6/2020,null
NASA Headquarters (HQ),Battelle Memorial Institute,Nonreimbursable Space Act Agreement between BattelleMemorial Institute Pacific Northwest Division and NASA AmesResearch Center for Development and Shared Use of AirborneSun/Sky Spectrometry Instruments,8/6/2010,8/6/2020,null
NASA Headquarters (HQ),County of Santa Clara Office of the Sheriff,Reimbursable Space Act Agreement Between County of SantaClara Office of the Sheriff and NASA Ames Research Centerfor Utilization of Moffett Field for Law Enforcement andEmergency Response Capabilities,5/1/2009,9/30/2020,null
NASA Headquarters (HQ),AMES CHILD CARE CENTER,Nonreimbursable Space Act Agreement Between NASA AmesResearch Center and Ames Child Care Center forAdministration of On-Site Child Care Facility,5/19/2005,3/31/2021,null
NASA Headquarters (HQ),Emergency Products and Research Inc.,COVID-19:  Technical Expertise and Test Data Analysis forEmergency Products and Research Inc.,4/24/2020,4/24/2022,52368
NASA Headquarters (HQ),Epic Aircraft  LLC,Ice Protection System Development Activities for Epic Aircraft,3/2/2020,3/2/2022,null
NASA Headquarters (HQ),Southwest Research Institute,Great Horned Owl Demonstration and Validation Program withSouthwest Research Institute,5/13/2020,5/13/2023,21468
NASA Headquarters (HQ),The Charles Stark Draper Laboratory Inc.,Collaborative Development of High Temperature SiCElectronics for The Charles Stark Draper Laboratory Inc.,1/15/2020,1/15/2022,null
NASA Headquarters (HQ),Scott Schlessman,Farmer Lease for Agricultural Purpose Parcel K,4/15/2019,4/14/2024,null
NASA Headquarters (HQ),Rockwell Farms LLC,Farmer Lease for Agricultural Purposes Parcel M,4/15/2019,4/14/2024,null
NASA Headquarters (HQ),David & Mary K. Schlessman,Farmer Lease for Agricultural Purposes Parcel J,4/15/2019,4/14/2024,null
NASA Headquarters (HQ),DMS Farms Ltd,Farmer Lease for Agricultural Purposes Parcel G,4/15/2019,4/14/2024,null
NASA Headquarters (HQ),OHIO DEPARTMENT OF NATURALRESOURCES,A Series of Public Deer Hunts at Plum Brook Station,11/15/2019,11/15/2024,167603
NASA Headquarters (HQ),GE Research,COLLABORATIVE DEVELOPMENT OF FINITE ELEMENTHPC MULTISCALE MODELING FRAMEWORK,4/30/2020,4/30/2024,157736
NASA Headquarters (HQ),GREAT LAKES SCIENCE CENTER,The Official NASA Glenn Visitor Center,9/30/2019,9/30/2029,null
NASA Headquarters (HQ),Applied Sciences Inc.,Technical Expertise Space Act Agreement for Applied Sciences,11/6/2019,11/6/2021,6960
NASA Headquarters (HQ),SafeLi Materials,Technical Expertise Space Act Agreement for SafeLi Materials,10/29/2019,10/29/2021,6910
NASA Headquarters (HQ),Acme Express Inc.,Technical Expertise Space Act Agreement for Acme ExpressInc.,10/19/2019,10/19/2021,7122
NASA Headquarters (HQ),Launchspace Technologies Corporation,Aerogel Material for Orbital Debris Capture,4/30/2020,4/30/2021,null
NASA Headquarters (HQ),Aerojet Rocketdyne Inc.,Annex No. 1 under Aerojet Rocketdyne Inc. UmbrellaAgreement for Wear Test of XR5 Hall Current Thruster,11/18/2019,11/18/2020,null
NASA Headquarters (HQ),Innoveering LLC,High-Speed Inlet Testing in NASA`s ERB-1NW Wind Tunnel,10/29/2019,8/29/2021,null
NASA Headquarters (HQ),Parker Hannifin Corporation,CAS HEATheR Motor Design,11/6/2019,2/5/2021,8241
NASA Headquarters (HQ),Rocky River Wastershed Council,Restoring Lower Abram Creek at NASA Glenn ResearchCenter,6/24/2019,6/24/2024,3302
NASA Headquarters (HQ),ANSYS Inc.,Collaboration on Icing Simulation Software Development,1/27/2020,1/27/2024,114343
NASA Headquarters (HQ),THE BOEING COMPANY,Collaborative Icing Research Simulation Tool Developmentand Testing Opportunities,3/12/2020,3/12/2023,59152
NASA Headquarters (HQ),L3Harris Technologies Inc,Atomic Oxygen Exposure Tests of Polymeric Sheets,9/9/2019,9/9/2020,null
NASA Headquarters (HQ),United Technologies Corporation,HEATheR Thermal Management Systems Modeling,1/13/2020,1/13/2022,8655
NASA Headquarters (HQ),CEDAR POINT AMUSEMENT PARK,Math and Science Week Events at Cedar Point AmusementPark,5/20/2019,5/20/2022,66429
NASA Headquarters (HQ),GENERAL ATOMICS AERONAUTICALSYSTEMS INC.,Ice Shape Investigations for General Atomics,5/13/2019,5/13/2022,null
NASA Headquarters (HQ),A&P Technology Inc.,Dynamic Energy Absorption in Braided Composite Materialswith A and P Technology Inc.,6/11/2019,6/1/2024,276623
NASA Headquarters (HQ),SureFly Inc.,Acoustic Measurements on electrified Vertical Take-Off andLanding Urban Air Mobility Vehicle with SureFly Inc.,8/16/2019,8/16/2022,354701
NASA Headquarters (HQ),Ohio Aerospace Institute,Strategic Technology Partnership with OAI,4/24/2019,4/24/2021,85466
NASA Headquarters (HQ),Orleans Niagara Board of CooperativeEducational Services,High School Students United with NASA to Create Hardware(HUNCH),7/14/2017,7/14/2022,149717
NASA Headquarters (HQ),California Institute of Technology,Failure Analysis of Modified Environmental Barrier Coatings(EBC),3/6/2019,3/6/2022,14614
NASA Headquarters (HQ),Ozark Integrated Circuits Inc.,Testing of Extreme High Temperature Capable SiC IntegratedCircuits for Geothermal Systems for OZARK Inc.,10/22/2018,10/22/2021,null
NASA Headquarters (HQ),UNIVERSITY OF CINCINNATI,HABSat-2 – Harmful Algal Bloom Satellite 2 with the Universityof Cincinnati,6/11/2019,6/11/2022,74976
NASA Headquarters (HQ),GENERAL ELECTRIC COMPANY,Electrified Aircraft Propulsion (EAP) Powertrain ComponentTesting,9/14/2018,2/28/2022,1963492
NASA Headquarters (HQ),Textron Aviation Inc.,Ice Protection System Development Activities for TextronAviation,2/27/2019,2/27/2021,null
NASA Headquarters (HQ),Ophir Corporation,Icing Test Activities for Ophir Corporation,10/15/2018,10/15/2020,null
NASA Headquarters (HQ),ROLLS-ROYCE CORP,Silicon Carbide Fiber High Temperature Characterization,1/14/2020,1/14/2024,null
NASA Headquarters (HQ),BLUE ORIGIN LLC,Environmental Testing for Fairing Deployment at Plum BrookStation,5/20/2019,5/20/2024,null
NASA Headquarters (HQ),BLUE ORIGIN LLC,Environmental Testing at Plum Brook Station,5/20/2019,5/20/2024,null
NASA Headquarters (HQ),The Boeing Company,High Ice Water Content Radar II Flight Campaign Support,5/13/2019,5/13/2022,17750
NASA Headquarters (HQ),Orbital Sciences Corporation a wholly ownedsubsidiary of Orbital ATK,Annex No. 6 under the Cryogenically - Fueled Upper StageTechnologies Umbrella Agreement with Orbital ATK,12/14/2018,12/14/2022,null
NASA Headquarters (HQ),UNIVERSITY OF WASHINGTON,Collaborative Swept-Wing Aircraft Icing Research withUniversity of Washington,11/5/2018,11/5/2020,24481
NASA Headquarters (HQ),The Ohio State University,Ice Protection System Development Activities for The OhioState University,9/28/2018,9/28/2020,null
NASA Headquarters (HQ),ORBITAL Sciences Corp.,Annex No. 2 for the Umbrella Agreement Cryogenically -Fueled Upper Stage Technologies for Orbital ATK,5/11/2018,5/11/2021,null
NASA Headquarters (HQ),THE BOEING COMPANY,Shape Memory Alloy Reconfigurable Technology - VortexGenerator (SMART-VG) with The Boeing Company,12/6/2018,12/6/2021,184268
NASA Headquarters (HQ),WOODWARD FST INC,Fundamental Testing of Advanced SV-LDI Low-Emissions Fuel-Air Mixers,10/22/2018,10/22/2021,287914
NASA Headquarters (HQ),GENERAL ELECTRIC COMPANY,GE Low Pressure Ratio Fan Test,3/28/2019,3/28/2024,5452479
NASA Headquarters (HQ),ASM INTERNATIONAL,Material Data Management Consortium with ASM International,3/27/2018,3/27/2022,null
NASA Headquarters (HQ),The University of Tulsa,Cognitive Multiple User Free Space Optical Link Study - TU,1/7/2018,1/7/2022,17702
NASA Headquarters (HQ),Genesee Valley Educational Partnership,NASA HUNCH (High school students United with NASA toCreate Hardware),5/6/2018,5/6/2023,97136
NASA Headquarters (HQ),J.I. Case High School,NASA HUNCH (High school students United with NASA toCreate Hardware),3/14/2018,3/14/2023,91486
NASA Headquarters (HQ),North Ridgeville High School,NASA HUNCH (High school students United with NASA toCreate Hardware),3/27/2018,3/27/2023,97136
NASA Headquarters (HQ),Boom Technology Inc.,Noise Predictions for Supersonic Aircraft Using NASA`sANOPP Code,12/3/2017,8/5/2020,12644
NASA Headquarters (HQ),Cattaraugus-Allegany Board of CooperativeEducational Services,NASA HUNCH (High school students United with NASA toCreate Hardware),3/27/2018,3/27/2023,91486
NASA Headquarters (HQ),LOCKHEED MARTIN,Annex No. 08 under SAA2-402632 for Demonstration of aNozzle Concept in NASA GRC Aero-Acoustic PropulsionLaboratory (AAPL) Facility,8/23/2017,7/12/2021,null
NASA Headquarters (HQ),The Water Council,NASA GRC-TWC Water Initiative Activities,10/4/2017,10/4/2020,52295
NASA Headquarters (HQ),Aerion Corporation,Noise Predictions for Supersonic Business Jets Using NASA`sANOPP Code,12/3/2017,8/5/2020,12644
NASA Headquarters (HQ),Global Energy Corporation,Development and Testing of a High Power Space Generator,1/7/2018,1/7/2023,null
NASA Headquarters (HQ),ZIN TECHNOLOGIES INC,Use of Unique NASA Facilities (EMI Lab TSC 1K Clean room),3/5/2018,3/5/2023,null
NASA Headquarters (HQ),Lorain County Community College,NASA GRC and LCCC Kiosk Pilot Project,9/19/2016,9/19/2021,14442
NASA Headquarters (HQ),American Technical Coatings Inc.,Ballistic Radome Development,5/11/2017,9/30/2020,null
NASA Headquarters (HQ),University of Notre Dame,Collaborative Research Activities Using the Advanced NoiseControl Fan (ANCF) Test Rig for Science TechnologyEngineering and Math (STEM) Education,8/9/2016,8/9/2021,237087
NASA Headquarters (HQ),University Circle Inc,University Circle Inc Future Connections Partnership for STEMStudents,5/31/2016,5/31/2021,13663
NASA Headquarters (HQ),Orbital Sciences Corporation,NASA Research Announcement: NNH15ZOA001N:  PublicPrivate Partnership for Robotic In-Space Manufacturing andAssembly of Spacecraft and Space Structures,10/3/2016,10/3/2021,131737
NASA Headquarters (HQ),University of Missouri at Columbia,Measurement of Desorption of Strontium and Cesium fromGraphite,6/18/2016,5/15/2021,null
NASA Headquarters (HQ),Cleveland Clinic Foundation,Immersive Environment Support for Motor Imagery Training,4/25/2016,4/22/2021,null
NASA Headquarters (HQ),The Goodyear Tire & Rubber Company,Performance Testing of Airless Tires in the SLOPE Lab,11/29/2016,11/29/2020,null
NASA Headquarters (HQ),United Technology Research Center,High Efficiency Centrifugal Compressor Diffuser Redesign andTest,7/27/2016,7/27/2021,2907687
NASA Headquarters (HQ),Sinclair Community College,Umbrella Agreement with Sinclair Community College forUnmanned Aircraft Systems Research,6/18/2016,6/18/2021,null
NASA Headquarters (HQ),Hathaway Brown School,STEM Collaboration with Hathaway Brown School,4/25/2016,4/25/2021,null
NASA Headquarters (HQ),Case Western Reserve University,Development of Real-Time Particulate and Toxic-Gas Sensorsfor Firefighter Health and Safety,11/20/2015,4/25/2022,null
NASA Headquarters (HQ),Lewis Little Folks Incorporated,Lewis Little Folks Space Act Agreement,7/11/2017,7/11/2022,493128
NASA Headquarters (HQ),General Electric Global Research,Propulsion Power Materials and Structures for AdvancedAeronautics Components and Systems Concepts,12/15/2015,12/15/2020,null
NASA Headquarters (HQ),The Boeing Company,Multiscale Modeling of Composite Systems,9/17/2015,9/17/2020,null
NASA Headquarters (HQ),The Nature Conservancy,Cooperative Habitat Management of NASA Plum Brook Station,10/19/2015,10/19/2020,88676
NASA Headquarters (HQ),The Pennsylvania State University,Umbrella Agreement for Icing Physics Fundamental Studies.,12/11/2015,12/11/2020,null
NASA Headquarters (HQ),THE UNIVERSITY OF NORTH TEXAS,AUGMENTED REALITY AND VIRTUAL REALITYDEVELOPMENT FOR NASA SCIENCE AND ENGINEERING,5/20/2020,5/20/2023,16800
NASA Headquarters (HQ),NORTHROP GRUMMAN,ACCESS AND USE OF GSFC ENVIRONMENTAL TEST ANDINTEGRATION SYSTEMS AND FACILITIES FORCOMMERCIAL PURPOSES,6/16/2020,6/15/2025,null
NASA Headquarters (HQ),Walgreen Company,NASA GSFC Non-Occupational fee-based influenza clinic,11/12/2019,11/12/2024,420000
NASA Headquarters (HQ),Women’s National Basketball PlayersAssociation,COLLABORATION ON AWARENESS OF NASATECHNOLOGIES FOR ENTREPRENEURIALOPPORTUNITIES,10/3/2019,10/3/2022,112500
NASA Headquarters (HQ),THE JOHNS HOPKINS UNIVERSITY,Fabricating cryogenic detectors for cosmic microwavebackground instrument,9/18/2019,12/18/2020,null
NASA Headquarters (HQ),THE TRUSTEES OF COLUMBIAUNIVERSITY IN THE CITY OF NEW YORK,Development of Teaching Activities,8/29/2019,8/29/2024,null
NASA Headquarters (HQ),DIGITALGLOBE  INC,CONJUNCTION ASSESSMENT SCREENING SERVICES,9/11/2019,9/11/2024,null
NASA Headquarters (HQ),SPACE TELESCOPE SCIENCE INSTITUTE,Loan of Touch Screen System for Display of ScienceInformation,2/13/2019,2/13/2021,1000
NASA Headquarters (HQ),National Basketball Players Association,COLLABORATION ON AWARENESS OF NASATECHNOLOGIES FOR ENTREPRENEURIALOPPORTUNITIES,4/30/2019,4/30/2022,112600
NASA Headquarters (HQ),National Basketball Retired PlayersAssociation,COLLABORATION ON AWARENESS OF NASATECHNOLOGIES FOR ENTREPRENURIALOPPORTUNITIES,9/14/2018,9/14/2023,112600
NASA Headquarters (HQ),UNIVERSITY OF MARYLAND BaltimoreCounty,AUGMENTED REALITY AND VIRTUAL REALITY PILOTPROGRAM DEVELOPMENT,4/18/2018,4/18/2021,66000
NASA Headquarters (HQ),INSTITUTE FOR LOCAL INNNOVATIONSINC,IDENTIFYING AND ESTABLISHING TECHNOLOGYTRANSFER  OPPORTUNITIES AND COLLABORATIONS,10/2/2017,10/2/2022,8700
NASA Headquarters (HQ),National Football League Players Association,COLLABORATION TO COMMERCIALIZE NASATECHNOLOGIES,5/15/2018,5/13/2025,274400
NASA Headquarters (HQ),Bowie State University,Augmented Reality and Virtual Reality Pilot ProgramDevelopment,2/27/2018,2/27/2021,66000
NASA Headquarters (HQ),UNIVERSITY OF PITTSBURGH,ON-ORBIT RADIATION HARDENED BY SOFTWARETECHNOLOGY RESEARCH,2/27/2018,2/27/2021,12360
NASA Headquarters (HQ),Society of Photo-Optical InstrumentationEngineers (SPIE),Editor-in-Chief for Journal of Astronomical TelescopesInstruments and Systems,1/24/2017,1/23/2023,17033
NASA Headquarters (HQ),Arizona Board of Regents for and behalf ofArizona State University,Mars Atmospheric Infrared Data Analysis,6/27/2017,6/26/2021,null
NASA Headquarters (HQ),The Trustees of Columbia University in theCity of New York,Joint Collaborative Framework for Climate and Space Studies,5/29/2015,8/31/2020,10000
NASA Headquarters (HQ),Brigham Young University,ON-ORBIT RADIATION HARDENED BY SOFTWARETECHNOLOGY RESEARCH,2/13/2017,2/13/2022,10519
NASA Headquarters (HQ),Michael Ansel Brown Jr.,Commercialization Of NASA Developed Technologies By TheUS Veteran Community,9/29/2017,9/29/2020,101100
NASA Headquarters (HQ),University of North Carolina Wilmington,IMPLEMENTATION AND OPERATION OF THE SUSTAINEDOCEAN COLOR OBSERVATIONS WITH NANOSATELLITES(SOCON) PROJECT,6/1/2017,6/1/2022,160000
NASA Headquarters (HQ),Space Exploration Technologies Corp.,Spacecraft RF Compatibility Testing,8/23/2016,8/23/2021,null
NASA Headquarters (HQ),United Launch Alliance LLC,TDRS Services for Launch Vehicles,11/13/2015,11/13/2020,null
NASA Headquarters (HQ),Orbital ATK Company,Cygnus Spacecraft RF Compatibility Testing,8/12/2015,8/12/2020,null
NASA Headquarters (HQ),Cornell University,Collaborative Exploration and Engineering for Thermal DesignFlight Dynamics and Robotic Sample Acquisition Applications,3/14/2016,9/1/2020,null
NASA Headquarters (HQ),Virginia Commercial Space Flight Authority,Construction and Operation of Unmanned Aerial System (UAS)Runway on Wallops Island,10/1/2015,10/1/2020,1715150
NASA Headquarters (HQ),Tom Doherty Associates LLC,PUBLICATION OF NASA THEMED WORKS OF FICTION,7/6/2011,7/6/2021,null
NASA Headquarters (HQ),LOCKHEED MARTIN,Autonomous Avionics for Risk Reduction Activities,6/1/2020,6/1/2021,141909
NASA Headquarters (HQ),U.S. SATELLITE LABORATORY INC,Collaboration on the Endeavor Science Teaching CertificateProject,12/18/2019,12/18/2024,100350
NASA Headquarters (HQ),U.S. SATELLITE LABORATORY INC,Collaboraton on Endeavor Science Teacher Certificate Projectand STEM Engagement Activities,12/18/2019,12/18/2024,100350
NASA Headquarters (HQ),Spirit AeroSystems Inc,NRSAA Between NASA and Spirit AeroSystems Inc Under theSpace Technology Announcement of Competitive Opportunity2019 Improved Durability for a Low-Cost Reusable LaunchVehicle Manufactured via Friction Stir Welding,7/29/2019,7/29/2021,1143287
NASA Headquarters (HQ),SPACE EXPLORATION TECHNOLOGIESCORP,NRSAA Between NASA and SpaceX Under the SpaceTechnology Announcement of Competitive Opportunity 2019Cryogenic Fluid Transfer Technology Demonstration: TechnicalAssessment and Concept of Operations Definition,7/29/2019,7/29/2021,720529
NASA Headquarters (HQ),BLUE ORIGIN LLC,NRSAA Between NASA and Blue Origin Under the SpaceTechnology Announcement of Competitive Opportunity 2019Lunar Lander Advanced Nozzle Collaboration,7/29/2019,7/29/2021,1229980
NASA Headquarters (HQ),BLUE ORIGIN LLC,NRSAA Between NASA and Blue Origin Under the SpaceTechnology Announcement of Competitive Opportunity 2019Precision Safe Lunar Landing System Development,7/29/2019,7/29/2021,995580
NASA Headquarters (HQ),BLUE ORIGIN LLC,NRSAA Between NASA and Blue Origin Under the SpaceTechnology Announcement of Competitive Opportunity 2019Primary Fuel Cell Power System for Lunar Landers,7/29/2019,7/29/2021,1095554
NASA Headquarters (HQ),Colorado Power Electronics Inc.,NRSAA Between NASA and Colorado Power Electronics IncUnder the Space Technology Announcement of CompetitiveOpportunity 2019 Qualification and Integration Tests of theColorado Power Electronics Prototype Development Unit PowerProcessing Unit with NASA and Commercial Hall Thrusters,7/29/2019,7/29/2021,1088855
