NASA+Johnson+Space+Center,Harmonic+Devices+Inc,Low Power Small Form Factor High Performance EVA Radio Employing Micromachined Contour Mode Piezoelectric Resonators and Filters Phase I,1/1/2006,12/31/2006,99999,Space Operations
NASA+Armstrong+Flight+Research+Center,NextGen+Aeronautics+Inc,Advanced Modeling Concepts for Conceptual Design Phase I,1/1/2006,12/31/2006,99918.93,Aeronautics Rese NASA+Ames+Research+Centerh
NASA+Goddard+Space+Flight+Center,EnTempo+Corporation,Compiler for Fast Accurate Mathematical Computing on Integer Processors Phase I,1/1/2006,12/31/2006,99571.2,Science
NASA+Ames+Research+Center,Technova+Corporation,Nano-Engineered Structural Joints Phase I,1/1/2006,12/31/2006,99998,Aeronautics Rese NASA+Ames+Research+Centerh
NASA+Stennis+Space+Center,Lake+Shore+Cryotronics+Inc,Fiber Optic Mass Flow Gauge for Liquid Cryogenic Fuel Facilities Monitoring and Control Phase I,1/1/2006,12/31/2006,69733.17,Space Operations
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Innovative+Scientific+Solutions+Inc,Development of Energy Efficient Multi-Channel Pulsed Plasma Generator for High-Speed Flow Control by Localized  NASA+Ames+Research+Center Filament Plasma Actuators Phase I,1/1/2006,12/31/2006,99813,Aeronautics Rese NASA+Ames+Research+Centerh
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Pentalim+Corporation,A Wireless Chemiluminesce Detector for In-Situ Monitoring for AFEC Phase I,1/1/2006,12/31/2006,99822,Aeronautics Rese NASA+Ames+Research+Centerh
NASA+Marshall+Space+Flight+Center,Lynntech+Inc,Electrochemical-Driven Fluid Pump for Spacecraft Thermal Control Phase I,1/1/2006,12/31/2006,100000,Science
NASA+Johnson+Space+Center,Environmental+and+Life+Support+Tech,Simple Micro-Miniature Total Organic Carbon Analyzer Phase I,1/1/2006,12/31/2006,69995,Exploration Systems
NASA+Jet+Propulsion+Laboratory,Intelligent+Optical+Systems+Inc,Miniaturized Lab-on-a-Chip Polarimeter Phase I,1/1/2006,12/31/2006,99998.47,Science
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Quest+Thermal+Group,Integrated MLI: Advanced Thermal Insulation Using Micro-Molding Technology Phase I,1/1/2006,12/31/2006,98543,Exploration Systems
NASA+Jet+Propulsion+Laboratory,MicroLink+Devices+Inc,InGaP DHBT for High Efficiency L-band T/R Module Phase I,1/1/2006,12/31/2006,99993,Science
NASA+Ames+Research+Center,Accelogic+LLC,Novel Supercomputing Approaches for High Performance Linear Algebra Using FPGAs Phase I,1/1/2006,12/31/2006,100000,Science
NASA+Ames+Research+Center,Synkera+Technologies+Inc,Nanostructured Catalytic Reactors for Air Purification Phase I,1/1/2006,12/31/2006,99996,Exploration Systems
NASA+Jet+Propulsion+Laboratory,Advanced+Scientific+Concepts+LLC,Development of a 3D Flash LADAR Video Camera for Entry Decent and Landing Phase I,1/1/2006,12/31/2006,98876.56,Science
NASA+Ames+Research+Center,Protoinnovations+LLC,Lunar All-Terrain Utility Vehicle for EVA Phase I,1/1/2006,12/31/2006,99960,Exploration Systems
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Integran+Technologies+USA+Inc,Grain Boundary Engineering for Assessing Durability and Aging Issues with Nickel-Based Superalloys Phase I,1/1/2006,12/31/2006,99352.67,Aeronautics Rese NASA+Ames+Research+Centerh
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Advanced+Cooling+Technologies+Inc,Variable Conductance Heat Pipes for Radioisotope Stirling Systems Phase I,1/1/2006,12/31/2006,69919.48,Science
NASA+Jet+Propulsion+Laboratory,Advanced+Cooling+Technologies+Inc,Vapor Compressor Driven Hybrid Two-Phase Loop Phase I,1/1/2006,12/31/2006,69822.31,Exploration Systems
NASA+Goddard+Space+Flight+Center,QmagiQ,Handheld Longwave Infrared Camera Based on Highly-Sensitive Quantum Well Infrared Photodetectors Phase I,1/1/2006,12/31/2006,100000,Science
NASA+Jet+Propulsion+Laboratory,UTRON+Inc,Nanocomposite Thermolectric Materials by High Pressure Powder Consolidation Manufacturing Phase I,1/1/2006,12/31/2006,99995.65,Science
NASA+Armstrong+Flight+Research+Center,Axis+Engineering+Technologies,Piezo-Hydraulic Hybrid Pump for Flight Control Phase I,1/1/2006,12/31/2006,99969.19,Aeronautics Rese NASA+Ames+Research+Centerh
NASA+Marshall+Space+Flight+Center,Transition45+Technologies+Inc,Friction Stir Processing of Cast Superalloys Phase I,1/1/2006,12/31/2006,100000,Exploration Systems
NASA+Goddard+Space+Flight+Center,Radiant+Acoustics+Inc,Nano-g Micromachined Inertial Sensors with Low Payload Impact Phase I,1/1/2006,12/31/2006,99985.08,Science
NASA+Ames+Research+Center,Mosaic+ATM+Inc,Airspace Flow Program Modeling in the Future ATC Concept Evaluation Tool Phase I,1/1/2006,12/31/2006,99942,Aeronautics Rese NASA+Ames+Research+Centerh
NASA+Jet+Propulsion+Laboratory,Apparati+Inc,Elemental and Chemical State Analysis XPS for In-Situ Materials Analysis on Mars Phase I,1/1/2006,12/31/2006,97009.92,Science
NASA+Marshall+Space+Flight+Center,Acellent+Technologies+Inc,Maturation of Structural Health Management Systems for Solid Rocket Motors Phase I,1/1/2006,12/31/2006,100000,Exploration Systems
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,JENTEK+Sensors+Inc,Magneto-Thermography and Hybrid Methods for Composite Life Management Phase I,1/1/2006,12/31/2006,99937,Aeronautics Rese NASA+Ames+Research+Centerh
NASA+Ames+Research+Center,Rese NASA+Ames+Research+Centerh+Support+Instruments+Inc,Retroreflector Array for Test  Environments (RATE) Phase I,1/1/2006,12/31/2006,99977,Aeronautics Rese NASA+Ames+Research+Centerh
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Scientific+Rese NASA+Ames+Research+Centerh+Assoc+Inc,Three-Dimensional Unsteady Viscous-Flow Analysis Over Airfoil Sections Phase I,1/1/1983,12/31/1983,49000,
NASA+Jet+Propulsion+Laboratory,Sea+Data+Corp,Towed Sensor for Sea Water Nutrient Analysis Phase I,1/1/1983,12/31/1983,50000,
NASA+Johnson+Space+Center,Sparta+Inc,Solid-State Laser-Scanning Device Phase I,1/1/1983,12/31/1983,50000,
NASA+Kennedy+Space+Center,Spectral+Sciences+Inc,Hydrogen-Oxygen Concentration Monitor Phase I,1/1/1983,12/31/1983,50000,
NASA+Marshall+Space+Flight+Center,Spectron+Dev+Laboratories+Inc,Quantitative Holographic Imaging Phase I,1/1/1983,12/31/1983,50000,
NASA+Ames+Research+Center,Spectron+Development+Labs,Dual Thermoplastic Holography Recording System for Flow Diagnostics Phase I,1/1/1983,12/31/1983,50000,
NASA+Marshall+Space+Flight+Center,Spire+Corporation,Dry-Film Lubricant for Bearings Using Ion Implantation Phase I,1/1/1983,12/31/1983,50000,
NASA+Goddard+Space+Flight+Center,Stanford+Telecom+Inc,Application of Pseudo-Noise Correlation and Bandwidth Synthesis for Orbit Determination Phase I,1/1/1983,12/31/1983,50000,
NASA+Ames+Research+Center,Systems+Technology+Inc,Improved Outside Visual Cues for Aeronautical Simulators Phase I,1/1/1983,12/31/1983,50000,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Systems+Technology+Inc,Advanced Aircraft Flight Control System Phase I,1/1/1983,12/31/1983,50000,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,E-Tek+Dynamics+Inc,Fiber-Optic Links for 30/20 GHz Satellite Communication Terminal Phase I,1/1/1983,12/31/1983,50000,
NASA+Goddard+Space+Flight+Center,ECO+Energy+Conversion,Small High-Rate Battery for Distress Transmitters Phase I,1/1/1983,12/31/1983,50000,
NASA+Johnson+Space+Center,Electrasol+Laboratories+Inc,Robotic Interface for Vernier Positioning Phase I,1/1/1983,12/31/1983,50000,
NASA+Marshall+Space+Flight+Center,Energy+Science+Laboratories+Inc,Disposable-Tether Payload Deployment System Phase I,1/1/1983,12/31/1983,50000,
NASA+Ames+Research+Center,JRS+Rese NASA+Ames+Research+Centerh+Laboratories+Inc,Concurrency and Processing Distribution in Horizontally Microprogrammed Processors Phase I,1/1/1983,12/31/1983,45000,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Material+Concepts+Inc,Magnesium Composite Material for Advanced Rotary Aircraft Engines Phase I,1/1/1983,12/31/1983,49000,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Microwave+Monolithics+Inc,Advanced Monolithic Gallium-Arsenide Switch Matrix Phase I,1/1/1983,12/31/1983,50000,
NASA+Johnson+Space+Center,BSI+Corp,Rapid Paper Test for Microbial Pathogen Determination Phase I,1/1/1983,12/31/1983,47000,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Bonneville+Scientific+Inc,Six-Component Robotic Force-Torque Sensor Phase I,1/1/1983,12/31/1983,50000,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Cambridge+Acoustical+Assoc+Inc,Analytical Model of the Structureborne Interior Noise Induced by a Propeller Wake Phase I,1/1/1983,12/31/1983,50000,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,CLS+Laser+Systems+Inc,Improved Heterodyne Receiver for Coherent Lidar Applications Phase I,1/1/1983,12/31/1983,50000,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Odyssey+Rese NASA+Ames+Research+Centerh+Associates+Inc++,Formal Verification of Mathematical Software Phase I,1/1/1983,12/31/1983,50000,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Phrasor+Scientific+Inc,Electrohydrodynamic Synthesis of Silicon-Nitride Ultrafine Powders and Coatings Phase I,1/1/1983,12/31/1983,49000,
NASA+Ames+Research+Center,Quantum+Composites+Inc,Low-Cost Tooling Material and Process for Graphite and Kevlar Composites Phase I,1/1/1983,12/31/1983,30000,
NASA+Ames+Research+Center,Scientific+Rese NASA+Ames+Research+Centerh+Assoc+Inc,Improved Accuracy and Efficiency of Three-Dimensional Flow Algorithms Phase I,1/1/1983,12/31/1983,50000,
NASA+Ames+Research+Center,Nielsen+Engineering++Rese NASA+Ames+Research+Centerh+Inc,Increasing the Convergence Rate Euler Equation Solutions Phase I,1/1/1983,12/31/1983,50000,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Applied+Cryogenics++Materials,Technology for Pressure-Instrumented Thin Airfoil Models Phase I,1/1/1983,12/31/1983,48000,
NASA+Johnson+Space+Center,Chronometrics+Inc,Orbital Debris Monitor Phase I,1/1/1983,12/31/1983,50000,
NASA+Johnson+Space+Center,MRJ+Inc,High-Thermal-Capacity Cold Plates and Hot Plates Phase I,1/1/1983,12/31/1983,50000,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Fiber+Materials+Inc,Oxidation-Resistant Coatings for High-Strength Carbon/Carbon Composites Phase I,1/1/1983,12/31/1983,48000,
NASA+Marshall+Space+Flight+Center,DWA+Composite+Specialties+Inc,Low-CTE Metal Matrix Composite Fittings Phase I,1/1/1984,12/31/1984,47837,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Scientific+Rese NASA+Ames+Research+Centerh+Assoc+Inc,Computation of the Tip-Vortex Flow Field Advanced Propellers Phase I,1/1/1984,12/31/1984,49763,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Spectron+Development+Labs,Optical Technique: the Impact of Heavy Rain on Aircraft Performance Phase I,1/1/1984,12/31/1984,49924,
NASA+Marshall+Space+Flight+Center,Spire+Corporation,Dry-Film Lubrication of Cryogenic Turbopump Bearings Using Cubic Boron-Nitride Phase I,1/1/1984,12/31/1984,49980,
NASA+Johnson+Space+Center,Stanford+Telecom+Inc,Multi-Access Technique Evaluation Simulator Phase I,1/1/1984,12/31/1984,49990,
NASA+Marshall+Space+Flight+Center,k+Technology+a+division+of+Thermacore+Inc,Self-Maintaining Thermal Surfaces Phase I,1/1/1984,12/31/1984,49994,
NASA+Ames+Research+Center,Systolic+Technology+Inc,Optimal Systolic  NASA+Ames+Research+Centerhitectures for the Navier-Stokes Equations Phase I,1/1/1984,12/31/1984,50000,
NASA+Jet+Propulsion+Laboratory,Anco+Engineers+Inc,Providing Structural Modules with Self-Integrity Monitoring Phase I,1/1/1984,12/31/1984,49922,
NASA+Goddard+Space+Flight+Center,Creare+LLC,Reliable Long-Lifetime Closed-Cycle Cyrocooler for Space Phase I,1/1/1984,12/31/1984,47147,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Adiabatics+Inc,Adiabatic Wankel-Type Rotary Engines Phase I,1/1/1984,12/31/1984,49965,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Aerochem+Rese NASA+Ames+Research+Centerh+Laboratories+Inc,Turbulent Mixing of Gases in a Simulated Combustor Phase I,1/1/1984,12/31/1984,49925,
NASA+Ames+Research+Center,Applied+Rese NASA+Ames+Research+Centerh+Consortium,Expert Systems for Accident Investigations Phase I,1/1/1984,12/31/1984,49684,
NASA+Johnson+Space+Center,Applied+Rese NASA+Ames+Research+Centerh+Inc,Manuever Automation Sensor Phase I,1/1/1984,12/31/1984,49828,
NASA+Goddard+Space+Flight+Center,Applied+Technology+Assoc+Inc,Simultaneous Orbit Determination with Physical Connectedness Phase I,1/1/1984,12/31/1984,49750,
NASA+Kennedy+Space+Center,Aptech+Imaging+Inc,Computer Software for Signal Processing for Multiple Mixed Transducers Phase I,1/1/1984,12/31/1984,49636,
NASA+Marshall+Space+Flight+Center,Arbus+Inc,Self-Aligning Electrical Connector Phase I,1/1/1984,12/31/1984,34826,
NASA+Johnson+Space+Center,Athena+Labs+Inc,High-Speed Pneumatic Valve Phase I,1/1/1984,12/31/1984,35620,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Escon,Design of Multi-Element Natural Laminar Flow Airfoils Phase I,1/1/1984,12/31/1984,50000,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Escon,Laminar Flow Control Supercritical LFC and Hybrid (NLF/LFC) Airfoils Phase I,1/1/1984,12/31/1984,33694,
NASA+Ames+Research+Center,Raman+Aeronautics+Inc,Shear-Stress Sensor Development Using Surface Acoustic Waves Phase I,1/1/1984,12/31/1984,49941,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Energy+Optics+Inc,Miniature Infrared Data Acquisition and Telemetry System Phase II,1/1/1984,12/31/1984,405773,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Flexible+Computer+Corp,Floating-Point Computer Module for Array Processing on a Flex/32 Multicomputer Phase II,1/1/1984,12/31/1984,500000,
NASA+Marshall+Space+Flight+Center,Hydrogen+Consultants+Inc,Metal Hydrides for Integration of Spacecraft Hydrogen Resources Phase II,1/1/1984,12/31/1984,500000,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Lasergenics+Corporation,An All-Solid-State Tunable Laser for Remote Sensing Applications Phase II,1/1/1984,12/31/1984,489000,
NASA+Johnson+Space+Center,Phyto+Resource+Rese NASA+Ames+Research+Centerh+Inc,Tissue Fixation Apparatus for Flight Experimentation Phase II,1/1/1984,12/31/1984,484000,
NASA+Goddard+Space+Flight+Center,Pulse+Systems+Inc,Space-Qualifiable Carbon-Dioxide Laser System Phase II,1/1/1984,12/31/1984,500000,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Q-Dot+Inc,Focal-Plane Processing of Visual Information Phase II,1/1/1984,12/31/1984,448000,
NASA+Kennedy+Space+Center,Aster+Inc,Forecasting Sea Breeze Thunderstorms Using a Mesoscale Numerical Model Phase II,1/1/1984,12/31/1984,476000,
NASA+Goddard+Space+Flight+Center,Remote+Sensing+Systems,West Coast Storm Forecasting with Satellite Data Phase II,1/1/1984,12/31/1984,491000,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Ribbon+Technology+Corp,Rapidly Solidified Titanium Alloys by Melt Overflow Phase II,1/1/1984,12/31/1984,460000,
NASA+Kennedy+Space+Center,Membrane+Technology++Rese NASA+Ames+Research+Centerh+Inc,Membrane Process for Scrubbing Propellant Vapors Phase I,1/1/1985,12/31/1985,49996,
NASA+Johnson+Space+Center,Membrane+Technology++Rese NASA+Ames+Research+Centerh+Inc,Removal of Carbon Dioxide from Spacecraft Atmosphere by Selective Membranes Phase I,1/1/1985,12/31/1985,49996,
NASA+Marshall+Space+Flight+Center,Memory+Metals+Inc,Shape-Memory-Alloy Joints and Couplings for Advanced Composite Materials Phase I,1/1/1985,12/31/1985,44775,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Metadyne+Inc,High-Strength Refractory-Metal Fibers by Advanced Powder Metallurgy Phase I,1/1/1985,12/31/1985,49926,
NASA+Kennedy+Space+Center,Micro-G+Rese NASA+Ames+Research+Centerh+Inc,Variable-Speed Mid-Deck Centrifuge Phase I,1/1/1985,12/31/1985,49989,
NASA+Johnson+Space+Center,Microexpert+Systems+Inc,Expert Aboard: an On-Board Consultant System for Satellite Repair Phase I,1/1/1985,12/31/1985,49950,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,MSNW+Inc,Improved Fracture Toughness in Metal-Matrix Composites Phase I,1/1/1985,12/31/1985,48768,
NASA+Goddard+Space+Flight+Center,Omitron+Inc,Adaptable Data Acquisition System Concept Definition and Design Phase I,1/1/1985,12/31/1985,49181,
NASA+Goddard+Space+Flight+Center,Photometrics+Ltd,New Generation CCD Imager System Phase I,1/1/1985,12/31/1985,48650,
NASA+Goddard+Space+Flight+Center,PleNASA+Stennis+Space+Centeror+Optronics+Inc,Extremely Sensitive Receiver for Laser Communications Phase I,1/1/1985,12/31/1985,50512,
NASA+Jet+Propulsion+Laboratory,Polatomic+Inc,Advanced Helium Magnetometers for Space Applications Phase I,1/1/1985,12/31/1985,45450,
NASA+Marshall+Space+Flight+Center,Rochelle+Crystal+Corp,Spontaneous Resolution of Organic Compounds in Space Phase I,1/1/1985,12/31/1985,48667,
NASA+Johnson+Space+Center,Scott+Science++Technology,Application of a Handheld Force Analyzer to Human Factor Measurements in Space Phase I,1/1/1985,12/31/1985,49796,
NASA+Goddard+Space+Flight+Center,Space+Tech+Co,Optimizing Compiler for Massively Parallel Processors Phase I,1/1/1985,12/31/1985,49778,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Systems+Engineering+Inc,Frequency Domain Design of Robust Controllers for Large Space Structures Phase I,1/1/1985,12/31/1985,49985,
NASA+Jet+Propulsion+Laboratory,Technology+Group,Trellis Coding with Continuous-Phase Modulation for Satellite-Based Land-Mobile Communications Phase I,1/1/1985,12/31/1985,49225,
NASA+Jet+Propulsion+Laboratory,Tekmat+Corp,Surface Fluorination of Polymers for Use in Space Phase I,1/1/1985,12/31/1985,49650,
NASA+Kennedy+Space+Center,Weather+Corp,Corona Current Instruments for Electric Field Detection of Lightning Potential Phase I,1/1/1985,12/31/1985,50000,
NASA+Ames+Research+Center,GMAF+Inc,Fast Two-Dimensional Euler Solver Phase I,1/1/1985,12/31/1985,49925,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Istar+Inc,Detonation-Wave Compression in Gas Turbines Phase I,1/1/1985,12/31/1985,49985,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Physical+Sciences+Inc,Dual-Function Perovskite Catalysts and Supports for Alkaline Regenerative and Pressurized Fuel Cells Phase II,1/1/1985,12/31/1985,499795,
NASA+Jet+Propulsion+Laboratory,Physical+Sciences+Inc,Multicolor Imaging Pyrometer for Materials Processing in Space Phase II,1/1/1985,12/31/1985,489092,
NASA+Jet+Propulsion+Laboratory,Microwave+Monolithics+Inc,Advanced On-Chip Divider for Monolithic Microwave Voltage-Controlled Oscillators Phase II,1/1/1985,12/31/1985,499871,
NASA+Jet+Propulsion+Laboratory,Lightwave+Electronics+Corp,Prototype Laser-Diode-Pumped Solid-State Laser Transmitters Phase II,1/1/1985,12/31/1985,479101,
NASA+Goddard+Space+Flight+Center,Omitron+Inc,Adaptable Data Acquisition System Phase II,1/1/1985,12/31/1985,499998,
NASA+Ames+Research+Center,Strainoptic+Technologies+Inc,Spectral Contents Readout of Birefringent Sensors Phase II,1/1/1985,12/31/1985,447700,
NASA+Kennedy+Space+Center,Weather+Corp,Solid-State Instrumentation for Electric Field Detection of Lightning Potential Phase II,1/1/1985,12/31/1985,492294,
NASA+Johnson+Space+Center,Creare+LLC,High-Heat-Flux Evaporating Heat Exchanger for Zero Gravity Phase II,1/1/1985,12/31/1985,498843,
NASA+Marshall+Space+Flight+Center,Foster-Miller+Inc,Enhancement of Contact Heat Transfer Coefficients at Spacecraft Thermal and Structural Joints Phase II,1/1/1985,12/31/1985,499225,
NASA+Marshall+Space+Flight+Center,REMTECH+Inc,Aerodynamic Heating Upgrade of the Parabolized Navier-Stokes Code Phase II,1/1/1985,12/31/1985,498399,
NASA+Jet+Propulsion+Laboratory,Precision+Information+Inc,Collision-Resolution Algorithm for Request Channel Demand Assigned Network Protocols Phase I,1/1/1986,12/31/1986,49870,
NASA+Jet+Propulsion+Laboratory,Precision+Information+Inc,Mobile Radios for the Mobile Satellite Service Phase I,1/1/1986,12/31/1986,49870,
NASA+Marshall+Space+Flight+Center,Princeton+Scientific+Instruments+Inc,An Extreme-Temperature Ultraclean Radiant Furnace Phase I,1/1/1986,12/31/1986,50000,
NASA+Goddard+Space+Flight+Center,Quantex+Corp,Large-Area Nuclear Particle Detectors Using Electron-Trapping Materials Phase I,1/1/1986,12/31/1986,49997,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Strainoptic+Technologies+Inc,Fiber-Optic Photoelastic Pressure Sensor for High-Temperature Gases Phase I,1/1/1986,12/31/1986,50000,
NASA+Jet+Propulsion+Laboratory,UFA+Inc,Telerobotics and Artificial Intelligence:  System Design  NASA+Ames+Research+Centerhitecture Phase I,1/1/1986,12/31/1986,49702,
NASA+Ames+Research+Center,Allotech+Inc,Display Technology Phase I,1/1/1986,12/31/1986,49985,
NASA+Marshall+Space+Flight+Center,BGB+Inc,High Spatial Resolution Large Field-of-View Detector and Data Handling System Phase I,1/1/1986,12/31/1986,48350,
NASA+Kennedy+Space+Center,Bio-Imaging+Rese NASA+Ames+Research+Centerh+Inc,Portable Digital Imaging-Detector System Phase I,1/1/1986,12/31/1986,46475,
NASA+Ames+Research+Center,Rolling+Hills+Rese NASA+Ames+Research+Centerh+Corporation,Cockpit Displays and Cueing Systems Concepts for Operation in an Extended Flight Envelope Phase I,1/1/1986,12/31/1986,49939,
NASA+Ames+Research+Center,Expert-Ease+Systems+Inc,An Expert Flight System Monitor Phase I,1/1/1986,12/31/1986,49957,
NASA+Goddard+Space+Flight+Center,Expert-Ease+Systems+Inc,Expert-System-Assisted Logic-Flowgraph Method for Hardware-Software Interaction Analysis Phase I,1/1/1986,12/31/1986,49871,
NASA+Goddard+Space+Flight+Center,Analytics+Inc,Application of Expert Systems in Project Management Decision Aiding Phase I,1/1/1986,12/31/1986,49918,
NASA+Goddard+Space+Flight+Center,Applied+Rese NASA+Ames+Research+Centerh+Corp,Radar Technique for Satellite Rainfall Algorithm Development Phase I,1/1/1986,12/31/1986,49999,
NASA+Johnson+Space+Center,E-Tek+Dynamics+Inc,Tunable Laser Diode and Optical Phase-Locked Loop for Lidar Tracking and Sensors Phase I,1/1/1986,12/31/1986,49767,
NASA+Kennedy+Space+Center,E-Tek+Dynamics+Inc,Microminiature Electro-Optic Switching Matrix Module Phase I,1/1/1986,12/31/1986,49801,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Istar+Inc,Detonation-Duct Gas Generator Phase I,1/1/1986,12/31/1986,50000,
NASA+Jet+Propulsion+Laboratory,Bonneville+Scientific+Inc,VLSI Digital Tester Using a Single Custom Chip per Individual Pin Phase I,1/1/1986,12/31/1986,50000,
NASA+Ames+Research+Center,Complere+Inc,Laser Velocimeter Potential in Hypersonic Flows Phase I,1/1/1986,12/31/1986,49258,
NASA+Ames+Research+Center,Microwave+Monolithics+Inc,Advanced Low-Cost High-Performance Optical Components for CD-ROM Applications Phase I,1/1/1986,12/31/1986,50000,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Quest+Integrated+LLC,The Synthetic Production of Large Single Crystals Phase I,1/1/1986,12/31/1986,45000,
NASA+Ames+Research+Center,Phyto+Resource+Rese NASA+Ames+Research+Centerh+Inc,Bioreactor for Screening and Production of High-Value Secondary Plant Metabolites Phase I,1/1/1986,12/31/1986,50077,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Automated+Dynamics,Robotic Winding in a Plasma-Spray High-Temperature Vacuum Environment Phase I,1/1/1986,12/31/1986,50000,
NASA+Goddard+Space+Flight+Center,ReSoft+Inc,Artificial Intelligence System Applying Reusable Software Components Phase I,1/1/1986,12/31/1986,49871,
NASA+Ames+Research+Center,Creare+LLC,Long-Life Centrifugal Pump for Helium II Transfer Phase I,1/1/1986,12/31/1986,49766,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Conax+Buffalo+Corp,Durable Fast-Response Optical-Fiber Temperature Sensor Usable from 200 to 1700C Phase I,1/1/1986,12/31/1986,49872,
NASA+Marshall+Space+Flight+Center,REMTECH+Inc,Aeroheating Flight Instrumentation Phase I,1/1/1986,12/31/1986,50000,
NASA+Marshall+Space+Flight+Center,Energy+Science+Laboratories+Inc,Controllable Emittance Coating Phase I,1/1/1986,12/31/1986,49917,
NASA+Johnson+Space+Center,KMS+Fusion+Inc,Touch Panels and Flat Panel Displays for Space Station System Monitoring Phase I,1/1/1986,12/31/1986,49934,
NASA+Jet+Propulsion+Laboratory,CTI+Computer+Technology,Reverse Engineering for Information Systems Phase I,1/1/1986,12/31/1986,46918,
NASA+Ames+Research+Center,Daedalus+Enterprises+Inc,Modifying a Multispectral Scanner to Measure Fire Characteristics Phase I,1/1/1986,12/31/1986,49457,
NASA+Goddard+Space+Flight+Center,Epitaxx+Inc,Laboratory-Standard Indium-Gallium-Arsenide Detector for the 0.5 - 1.7 Micron Spectral Range Phase I,1/1/1986,12/31/1986,49223,
NASA+Goddard+Space+Flight+Center,Mega+Engineering,Reinforced Inorganic Cement Material for Spark-Wire and Drift-Chamber Wire Frames Phase I,1/1/1986,12/31/1986,45668,
NASA+Ames+Research+Center,Odetics+Inc,Threat Expert Systems Technology Advisor Phase I,1/1/1986,12/31/1986,49932,
NASA+Marshall+Space+Flight+Center,Cham+of+North+America+Inc,Coupled Jet-Embedding and Eulerian-Lagrangian Approach to Simulate Reactive Fluid Mechanics Phase I,1/1/1986,12/31/1986,50000,
NASA+Jet+Propulsion+Laboratory,Daedalus+Enterprises+Inc,Field-Portable Thermal Infrared Spectrometer Phase I,1/1/1986,12/31/1986,49436,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Satcon+Technology+Corp,Advanced Actuators for the Control of Large Space Structures Phase I,1/1/1986,12/31/1986,48900,
NASA+Jet+Propulsion+Laboratory,Excel+Technology+Inc,Tunable Solid-State Cr:ZnWO4 Laser at 1.083 Microns Phase I,1/1/1986,12/31/1986,52700,
NASA+Langley+ReseNASA+Ames+Research+Centerh+Center,Brimrose+Corporation+of+America,Failure Prediction by a Novel Non-Destructive X-Ray Technique Phase I,1/1/1986,12/31/1986,49868,
NASA+Ames+Research+Center,Silicon+Engines+Inc,SETI Signal Detector Phase I,1/1/1986,12/31/1986,50000,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Star+Microwave,Textured-Oxide Cathode Substrates Phase I,1/1/1986,12/31/1986,49563,
NASA+Glenn+ReseNASA+Ames+Research+Centerh+Center,Morton+International+Inc,High-Temperature SiC Continuous Fibers Phase I,1/1/1986,12/31/1986,45000,
NASA+Johnson+Space+Center,Hydrogen+Consultants+Inc,Metal-Hydride Thermal Management Techniques for Future Spacecraft and Planetary Bases Phase I,1/1/1986,12/31/1986,49795,
